order_id,customer_id,outlet_id,platform_id,order_datetime,order_status,cancellation_reason,gross_order_value,platform_funded_discount,restaurant_funded_discount,net_order_value,commission_amount,other_deductions,customer_delivery_fee,refund_amount,restaurant_settlement,packaging_cost,promised_minutes,prep_minutes,delivery_minutes,rating,basket_type,is_combo_order
3780,2527,1,3,2018-09-01 14:40:19,completed,,332.0,0.0,0.0,332.0,92.96,2.16,39.84,0.0,236.88,15.0,45,17,22,5,1 main + add-on,0
3781,1407,1,3,2018-09-01 11:20:26,completed,,267.0,0.0,17.17,249.83,74.76,1.74,32.04,0.0,173.34,15.0,45,11,19,3,1 main,0
3782,2528,1,2,2018-09-02 16:22:03,completed,,345.0,45.32,0.0,299.68,96.6,2.42,46.58,0.0,200.67,15.0,45,21,21,5,1 main,0
3783,2529,1,3,2018-09-02 14:15:17,completed,,305.0,0.0,0.0,305.0,85.4,1.98,36.6,0.0,217.62,15.0,45,17,10,4,1 main,0
3784,1884,1,2,2018-09-02 11:11:59,completed,,289.0,33.4,0.0,255.6,80.92,2.02,39.02,0.0,172.66,15.0,45,15,13,,1 main,0
3785,2530,1,4,2018-09-02 10:04:05,completed,,406.0,0.0,34.1,371.9,113.68,2.44,50.75,0.0,255.78,15.0,45,21,31,2,1 main + beverage,0
3786,2531,1,1,2018-09-02 20:13:14,completed,,527.0,104.76,0.0,422.24,147.56,3.69,68.51,0.0,270.99,15.0,45,16,15,5,2 mains,0
3787,1980,1,1,2018-09-02 20:18:13,completed,,360.0,0.0,0.0,360.0,100.8,2.52,46.8,0.0,256.68,15.0,45,18,21,5,1 main + beverage,0
3788,2532,1,1,2018-09-02 19:25:52,completed,,269.0,73.34,0.0,195.66,75.32,1.88,34.97,0.0,118.46,15.0,45,14,30,,1 main,0
3789,2533,1,1,2018-09-02 22:22:03,completed,,281.0,26.12,0.0,254.88,78.68,1.97,36.53,0.0,174.23,15.0,45,25,25,,1 main,0
3790,2007,1,1,2018-09-02 12:05:36,completed,,519.3,0.0,0.0,519.3,145.4,3.64,67.51,0.0,370.26,15.0,45,11,26,4,2 mains,1
3791,2534,1,2,2018-09-02 12:54:56,completed,,314.0,0.0,0.0,314.0,87.92,2.2,42.39,0.0,223.88,15.0,45,14,20,4,1 main + beverage,0
3792,2339,1,4,2018-09-02 19:28:03,completed,,255.0,0.0,0.0,255.0,71.4,1.53,31.88,0.0,182.07,15.0,45,23,30,5,1 main,0
3793,2535,1,4,2018-09-02 11:39:22,completed,,570.0,0.0,0.0,570.0,159.6,3.42,71.25,0.0,406.98,15.0,45,22,33,4,2 mains,0
3794,956,1,1,2018-09-02 10:11:43,completed,,269.0,39.52,0.0,229.48,75.32,1.88,34.97,0.0,152.28,15.0,45,19,8,5,1 main,0
3795,1520,1,1,2018-09-02 21:29:01,completed,,626.0,0.0,78.78,547.22,175.28,4.38,81.38,0.0,367.56,15.0,45,17,15,,2 mains + beverage,0
3796,2536,1,2,2018-09-02 07:23:46,completed,,277.0,0.0,0.0,277.0,77.56,1.94,37.4,0.0,197.5,15.0,45,21,23,4,1 main,0
3797,808,1,2,2018-09-02 14:40:12,completed,,289.0,0.0,0.0,289.0,80.92,2.02,39.02,0.0,206.06,15.0,45,23,19,,1 main,0
3798,2537,1,1,2018-09-02 19:17:01,completed,,269.0,0.0,0.0,269.0,75.32,1.88,34.97,0.0,191.8,15.0,45,22,27,,1 main,0
3799,2538,1,1,2018-09-02 14:43:43,completed,,342.0,69.55,0.0,272.45,95.76,2.39,44.46,0.0,174.29,15.0,45,19,25,,1 main,0
3800,2539,1,3,2018-09-02 11:02:22,completed,,628.0,0.0,67.73,560.27,175.84,4.08,75.36,0.0,380.35,15.0,45,18,13,,2 mains,0
3801,1109,1,2,2018-09-02 12:07:33,completed,,535.5,0.0,85.88,449.62,149.94,3.75,72.29,0.0,295.94,15.0,45,22,21,5,2 mains,1
3802,2540,1,3,2018-09-02 18:17:04,completed,,606.0,176.97,0.0,429.03,169.68,3.94,72.72,0.0,255.41,15.0,45,19,21,4,2 mains,0
3803,2541,1,1,2018-09-02 20:08:59,completed,,592.0,0.0,0.0,592.0,165.76,4.14,76.96,0.0,422.1,15.0,45,27,19,5,2 mains + beverage,0
3804,2542,1,2,2018-09-02 10:36:04,completed,,372.0,0.0,41.71,330.29,104.16,2.6,50.22,0.0,223.53,15.0,45,20,27,4,1 main + beverage,0
3805,2543,1,4,2018-09-02 22:46:30,completed,,304.0,72.78,0.0,231.22,85.12,1.82,38.0,0.0,144.28,15.0,45,11,33,5,1 main,0
3806,2544,1,2,2018-09-02 19:22:48,completed,,309.0,111.29,0.0,197.71,86.52,2.16,41.72,0.0,109.03,15.0,45,18,23,,1 main + add-on,0
3807,969,1,2,2018-09-02 12:30:38,completed,,311.0,0.0,0.0,311.0,87.08,2.18,41.98,0.0,221.74,15.0,45,25,32,3,1 main + beverage,0
3808,8,1,4,2018-09-02 14:35:40,completed,,304.0,0.0,0.0,304.0,85.12,1.82,38.0,0.0,217.06,15.0,45,23,20,4,1 main,0
3809,1826,1,1,2018-09-02 19:19:59,completed,,594.0,0.0,0.0,594.0,166.32,4.16,77.22,0.0,423.52,15.0,45,20,13,2,2 mains,0
3810,2545,1,4,2018-09-02 16:20:50,completed,,266.0,0.0,0.0,266.0,74.48,1.6,33.25,0.0,189.92,15.0,45,20,19,4,1 main,0
3811,2546,1,4,2018-09-02 11:05:32,completed,,521.0,109.02,0.0,411.98,145.88,3.13,65.12,0.0,262.98,15.0,45,27,24,5,2 mains,0
3812,1362,1,3,2018-09-02 15:58:21,completed,,686.0,127.96,0.0,558.04,192.08,4.46,82.32,0.0,361.5,15.0,45,22,29,5,2 mains + beverage,0
3813,919,1,1,2018-09-02 14:38:14,completed,,631.0,0.0,123.41,507.59,176.68,4.42,82.03,0.0,326.49,15.0,45,12,32,5,2 mains + beverage,0
3814,2375,1,3,2018-09-02 21:27:03,completed,,278.0,0.0,30.93,247.07,77.84,1.81,33.36,0.0,167.43,15.0,45,22,20,5,1 main,0
3815,2186,1,1,2018-09-02 16:24:17,completed,,274.0,0.0,24.59,249.41,76.72,1.92,35.62,0.0,170.78,15.0,45,27,24,,1 main,0
3816,974,1,1,2018-09-02 17:27:25,completed,,569.0,0.0,30.66,538.34,159.32,3.98,73.97,0.0,375.04,15.0,45,18,13,,2 mains + beverage,0
3817,2547,1,1,2018-09-02 12:36:00,completed,,269.0,0.0,0.0,269.0,75.32,1.88,34.97,0.0,191.8,15.0,45,25,19,,1 main,0
3818,2548,1,4,2018-09-02 12:44:17,completed,,292.0,0.0,0.0,292.0,81.76,1.75,36.5,0.0,208.49,15.0,45,28,9,5,1 main + beverage,0
3819,2549,1,1,2018-09-02 22:26:49,completed,,308.0,0.0,45.94,262.06,86.24,2.16,40.04,0.0,173.66,15.0,45,26,24,5,1 main,0
3820,2550,1,2,2018-09-02 17:40:06,completed,,622.0,104.58,0.0,517.42,174.16,4.35,83.97,0.0,338.9,15.0,45,20,39,5,2 mains,0
3821,2551,1,1,2018-09-02 18:53:26,completed,,295.0,34.66,0.0,260.34,82.6,2.06,38.35,0.0,175.67,15.0,45,25,25,,1 main + beverage,0
3822,808,1,2,2018-09-02 14:25:25,completed,,271.0,0.0,0.0,271.0,75.88,1.9,36.59,0.0,193.22,15.0,45,22,29,5,1 main,0
3823,2552,1,4,2018-09-02 07:34:46,completed,,314.0,79.57,0.0,234.43,87.92,1.88,39.25,0.0,144.62,15.0,45,26,16,5,1 main + add-on,0
3824,1749,1,3,2018-09-02 13:45:22,cancelled,platform technical issue,339.0,0.0,0.0,339.0,94.92,2.2,40.68,0.0,241.88,0.0,45,25,13,,1 main,0
3825,2553,1,2,2018-09-02 21:08:21,completed,,271.0,62.97,0.0,208.03,75.88,1.9,36.59,0.0,130.26,15.0,45,19,16,3,1 main,0
3826,2554,1,2,2018-09-02 21:09:55,completed,,284.0,70.12,0.0,213.88,79.52,1.99,38.34,0.0,132.37,15.0,45,16,24,,1 main,0
3827,2555,1,1,2018-09-02 22:11:35,completed,,684.0,0.0,0.0,684.0,191.52,4.79,88.92,0.0,487.69,15.0,45,22,20,5,2 mains,0
3828,1283,1,3,2018-09-02 11:36:10,completed,,534.0,0.0,0.0,534.0,149.52,3.47,64.08,0.0,381.01,15.0,45,14,19,4,2 mains,0
3829,2556,1,3,2018-09-02 12:20:20,completed,,579.0,0.0,48.21,530.79,162.12,3.76,69.48,0.0,364.91,15.0,45,19,19,,2 mains,0
3830,2557,1,3,2018-09-02 07:45:22,completed,,590.0,0.0,87.36,502.64,165.2,3.83,70.8,0.0,333.61,15.0,45,12,25,,2 mains,0
3831,2558,1,2,2018-09-02 14:41:20,completed,,309.0,0.0,0.0,309.0,86.52,2.16,41.72,0.0,220.32,15.0,45,12,12,5,1 main + add-on,0
3832,2559,1,2,2018-09-02 21:02:12,completed,,345.0,0.0,0.0,345.0,96.6,2.42,46.58,0.0,245.98,15.0,45,13,27,3,1 main,0
3833,1503,1,1,2018-09-02 12:10:05,completed,,269.0,0.0,42.37,226.63,75.32,1.88,34.97,0.0,149.43,15.0,45,16,22,5,1 main,0
3834,2560,1,1,2018-09-02 16:13:33,completed,,392.0,74.9,0.0,317.1,109.76,2.74,50.96,0.0,204.6,15.0,45,19,22,,1 main + beverage,0
3835,1906,1,1,2018-09-03 11:55:31,completed,,504.0,93.8,0.0,410.2,141.12,3.53,65.52,0.0,265.56,15.0,40,19,27,5,2 mains,1
3836,2561,1,1,2018-09-03 19:26:30,completed,,577.0,0.0,0.0,577.0,161.56,4.04,75.01,0.0,411.4,15.0,40,14,24,,2 mains,0
3837,2562,1,2,2018-09-03 20:01:24,completed,,271.0,0.0,0.0,271.0,75.88,1.9,36.59,0.0,193.22,15.0,40,29,32,2,1 main,0
3838,2563,1,4,2018-09-03 13:41:03,completed,,266.0,75.68,0.0,190.32,74.48,1.6,33.25,0.0,114.25,15.0,40,23,26,4,1 main,0
3839,2564,1,3,2018-09-03 21:18:33,completed,,294.0,0.0,0.0,294.0,82.32,1.91,35.28,0.0,209.77,15.0,40,19,35,5,1 main,0
3840,2565,1,3,2018-09-03 21:05:24,completed,,294.0,0.0,33.89,260.11,82.32,1.91,35.28,0.0,175.88,15.0,40,22,22,3,1 main,0
3841,2566,1,1,2018-09-03 13:39:39,completed,,329.0,48.39,0.0,280.61,92.12,2.3,42.77,0.0,186.19,15.0,40,23,30,5,1 main + add-on,0
3842,2567,1,1,2018-09-03 12:56:27,completed,,329.0,0.0,0.0,329.0,92.12,2.3,42.77,0.0,234.58,15.0,40,17,22,5,1 main + add-on,0
3843,2568,1,1,2018-09-03 22:03:31,completed,,297.0,0.0,37.77,259.23,83.16,2.08,38.61,0.0,174.0,15.0,40,22,19,,1 main,0
3844,2569,1,2,2018-09-03 19:17:06,completed,,327.0,24.89,0.0,302.11,91.56,2.29,44.15,0.0,208.26,15.0,40,24,28,5,1 main + beverage,0
3845,1733,1,3,2018-09-03 20:11:34,completed,,595.0,0.0,0.0,595.0,166.6,3.87,71.4,0.0,424.53,15.0,40,23,19,,2 mains,0
3846,1559,1,1,2018-09-03 19:30:18,completed,,258.0,57.51,0.0,200.49,72.24,1.81,33.54,0.0,126.45,15.0,40,27,25,5,1 main,0
3847,2570,1,4,2018-09-03 13:03:51,completed,,303.0,31.14,0.0,271.86,84.84,1.82,37.88,0.0,185.2,15.0,40,14,14,5,1 main + beverage,0
3848,1994,1,2,2018-09-03 22:29:21,completed,,271.0,0.0,41.85,229.15,75.88,1.9,36.59,0.0,151.37,15.0,40,22,20,,1 main,0
3849,1366,1,1,2018-09-03 20:19:31,completed,,608.0,0.0,0.0,608.0,170.24,4.26,79.04,0.0,433.5,15.0,40,17,12,5,2 mains + beverage,0
3850,2571,1,1,2018-09-03 11:54:02,completed,,308.0,0.0,0.0,308.0,86.24,2.16,40.04,0.0,219.6,15.0,40,27,28,4,1 main,0
3851,2572,1,1,2018-09-03 14:36:03,completed,,297.0,64.1,0.0,232.9,83.16,2.08,38.61,0.0,147.66,15.0,40,22,10,,1 main,0
3852,1187,1,2,2018-09-03 19:28:19,completed,,332.0,134.15,0.0,197.85,92.96,2.32,44.82,0.0,102.57,15.0,40,22,23,4,1 main + beverage,0
3853,2573,1,2,2018-09-03 21:21:58,completed,,271.0,70.81,0.0,200.19,75.88,1.9,36.59,0.0,122.42,15.0,40,19,30,2,1 main,0
3854,2574,1,1,2018-09-03 13:25:45,completed,,286.0,0.0,38.59,247.41,80.08,2.0,37.18,0.0,165.32,15.0,40,18,20,,1 main,0
3855,2276,1,2,2018-09-04 22:00:09,completed,,542.0,146.95,0.0,395.05,151.76,3.79,73.17,0.0,239.49,15.0,40,31,21,4,2 mains,0
3856,2575,1,3,2018-09-04 14:41:57,completed,,571.0,106.79,0.0,464.21,159.88,3.71,68.52,0.0,300.62,15.0,40,21,26,5,2 mains + beverage,0
3857,1012,1,1,2018-09-04 21:19:33,completed,,574.0,0.0,116.06,457.94,160.72,4.02,74.62,0.0,293.2,15.0,40,24,27,5,2 mains + beverage,0
3858,2576,1,1,2018-09-04 22:28:31,completed,,342.0,57.28,0.0,284.72,95.76,2.39,44.46,0.0,186.57,15.0,40,19,19,5,1 main,0
3859,468,1,3,2018-09-04 13:28:09,completed,,267.0,0.0,26.74,240.26,74.76,1.74,32.04,0.0,163.76,15.0,40,23,32,5,1 main,0
3860,1582,1,1,2018-09-04 12:01:42,completed,,558.0,0.0,0.0,558.0,156.24,3.91,72.54,0.0,397.85,15.0,40,13,14,5,2 mains + beverage,1
3861,2577,1,1,2018-09-04 21:25:39,completed,,274.0,0.0,0.0,274.0,76.72,1.92,35.62,0.0,195.36,15.0,40,15,15,5,1 main,0
3862,2578,1,1,2018-09-04 20:14:40,completed,,566.0,57.72,0.0,508.28,158.48,3.96,73.58,0.0,345.84,15.0,40,19,31,,2 mains,0
3863,1664,1,1,2018-09-04 15:00:27,completed,,368.0,0.0,0.0,368.0,103.04,2.58,47.84,0.0,262.38,15.0,40,27,33,4,1 main + beverage,0
3864,1620,1,1,2018-09-04 18:47:18,completed,,286.0,93.46,0.0,192.54,80.08,2.0,37.18,0.0,110.46,15.0,40,14,16,5,1 main,0
3865,2579,1,3,2018-09-04 22:11:54,completed,,298.0,0.0,0.0,298.0,83.44,1.94,35.76,0.0,212.62,15.0,40,25,26,5,1 main + beverage,0
3866,769,1,2,2018-09-04 14:56:18,completed,,588.0,0.0,0.0,588.0,164.64,4.12,79.38,0.0,419.24,15.0,40,27,16,4,2 mains,0
3867,2580,1,4,2018-09-04 22:12:27,completed,,255.0,0.0,23.22,231.78,71.4,1.53,31.88,0.0,158.85,15.0,40,19,20,3,1 main,0
3868,1093,1,2,2018-09-04 07:38:49,completed,,603.0,0.0,0.0,603.0,168.84,4.22,81.41,0.0,429.94,15.0,40,21,13,5,2 mains + beverage,0
3869,2581,1,3,2018-09-04 11:57:11,completed,,621.0,0.0,74.77,546.23,173.88,4.04,74.52,0.0,368.31,15.0,40,18,26,3,2 mains + beverage,0
3870,2582,1,1,2018-09-04 12:15:51,completed,,325.0,64.25,0.0,260.75,91.0,2.27,42.25,0.0,167.47,15.0,40,19,21,5,1 main,0
3871,814,1,3,2018-09-04 21:19:56,completed,,256.0,0.0,0.0,256.0,71.68,1.66,30.72,0.0,182.66,15.0,40,16,35,5,1 main,0
3872,2583,1,2,2018-09-04 11:11:19,cancelled,customer cancelled,277.0,0.0,0.0,277.0,77.56,1.94,37.4,0.0,197.5,0.0,40,13,21,,1 main,0
3873,2584,1,1,2018-09-05 22:17:19,completed,,258.0,77.5,0.0,180.5,72.24,1.81,33.54,0.0,106.45,15.0,40,25,15,5,1 main,0
3874,1265,1,1,2018-09-05 11:01:06,refunded_full,,325.0,0.0,0.0,325.0,91.0,2.27,42.25,195.0,36.72,15.0,40,24,35,,1 main,0
3875,2585,1,3,2018-09-05 19:06:01,completed,,610.0,0.0,80.57,529.43,170.8,3.96,73.2,0.0,354.67,15.0,40,29,19,,2 mains,0
3876,2586,1,2,2018-09-05 14:27:21,completed,,271.0,57.86,0.0,213.14,75.88,1.9,36.59,0.0,135.37,15.0,40,26,17,5,1 main,0
3877,2587,1,1,2018-09-05 14:44:12,completed,,368.0,72.03,0.0,295.97,103.04,2.58,47.84,0.0,190.36,15.0,40,20,22,,1 main + beverage,0
3878,2588,1,4,2018-09-05 12:29:12,completed,,359.0,0.0,0.0,359.0,100.52,2.15,44.88,0.0,256.33,15.0,40,19,34,2,1 main + add-on,0
3879,2063,1,1,2018-09-05 21:23:17,completed,,342.0,27.28,0.0,314.72,95.76,2.39,44.46,0.0,216.56,15.0,40,15,15,,1 main,0
3880,2589,1,1,2018-09-05 12:19:45,completed,,274.0,61.5,0.0,212.5,76.72,1.92,35.62,0.0,133.86,15.0,40,20,28,5,1 main,0
3881,2590,1,3,2018-09-05 21:01:11,completed,,309.0,0.0,0.0,309.0,86.52,2.01,37.08,0.0,220.47,15.0,40,11,21,5,1 main + add-on,0
3882,2591,1,2,2018-09-05 19:19:10,completed,,271.0,75.49,0.0,195.51,75.88,1.9,36.59,0.0,117.73,15.0,40,19,22,,1 main,0
3883,2480,1,1,2018-09-05 22:54:37,completed,,373.0,88.1,0.0,284.9,104.44,2.61,48.49,0.0,177.85,15.0,40,22,32,,1 main + add-on,0
3884,2592,1,2,2018-09-05 10:46:44,completed,,329.0,78.46,0.0,250.54,92.12,2.3,44.42,0.0,156.12,15.0,40,14,31,4,1 main,0
3885,2593,1,1,2018-09-05 09:28:12,completed,,342.0,86.33,0.0,255.67,95.76,2.39,44.46,0.0,157.51,15.0,40,19,19,4,1 main,0
3886,2594,1,3,2018-09-05 11:24:27,completed,,561.0,139.27,0.0,421.73,157.08,3.65,67.32,0.0,261.01,15.0,40,18,21,,2 mains,0
3887,2595,1,1,2018-09-05 13:09:11,completed,,642.0,0.0,0.0,642.0,179.76,4.49,83.46,0.0,457.75,15.0,40,19,20,5,2 mains + beverage,0
3888,2327,1,1,2018-09-05 20:27:19,completed,,310.0,16.83,0.0,293.17,86.8,2.17,40.3,0.0,204.2,15.0,40,17,12,5,1 main + beverage,0
3889,1624,1,1,2018-09-05 22:30:50,completed,,308.0,0.0,0.0,308.0,86.24,2.16,40.04,0.0,219.6,15.0,40,17,17,,1 main,0
3890,2596,1,1,2018-09-05 17:49:59,completed,,650.0,0.0,0.0,650.0,182.0,4.55,84.5,0.0,463.45,15.0,40,15,20,2,2 mains,0
3891,2597,1,2,2018-09-05 11:32:45,completed,,548.0,0.0,45.17,502.83,153.44,3.84,73.98,0.0,345.55,15.0,40,14,28,,2 mains,0
3892,2598,1,3,2018-09-06 10:10:29,completed,,256.0,43.3,0.0,212.7,71.68,1.66,30.72,0.0,139.36,15.0,40,26,28,3,1 main,0
3893,983,1,1,2018-09-06 17:33:06,completed,,269.0,105.77,0.0,163.23,75.32,1.88,34.97,0.0,86.03,15.0,40,20,40,,1 main,0
3894,2599,1,2,2018-09-06 13:52:55,completed,,311.0,79.07,0.0,231.93,87.08,2.18,41.98,0.0,142.67,15.0,40,8,30,3,1 main,0
3895,2600,1,1,2018-09-06 22:11:02,completed,,274.0,37.77,0.0,236.23,76.72,1.92,35.62,0.0,157.6,15.0,40,21,25,,1 main,0
3896,1002,1,1,2018-09-06 13:56:22,completed,,555.0,0.0,0.0,555.0,155.4,3.89,72.15,0.0,395.72,15.0,40,26,37,4,2 mains,0
3897,2601,1,3,2018-09-06 22:23:02,refunded_partial,,561.0,130.43,0.0,430.57,157.08,3.65,67.32,81.25,188.6,15.0,40,17,27,,2 mains,0
3898,2602,1,1,2018-09-06 20:13:09,completed,,589.0,0.0,0.0,589.0,164.92,4.12,76.57,0.0,419.96,15.0,40,34,17,5,2 mains,0
3899,2603,1,1,2018-09-06 20:27:16,completed,,342.0,86.41,0.0,255.59,95.76,2.39,44.46,0.0,157.44,15.0,40,21,19,,1 main,0
3900,2604,1,2,2018-09-06 12:57:17,completed,,356.0,69.03,0.0,286.97,99.68,2.49,48.06,0.0,184.8,15.0,40,11,21,3,1 main + beverage,0
3901,2605,1,3,2018-09-06 14:19:56,completed,,342.0,128.56,0.0,213.44,95.76,2.22,41.04,0.0,115.46,15.0,40,26,18,4,1 main + add-on,0
3902,2606,1,1,2018-09-06 20:20:22,completed,,308.0,54.69,0.0,253.31,86.24,2.16,40.04,0.0,164.92,15.0,40,23,23,4,1 main,0
3903,2607,1,2,2018-09-06 17:38:49,completed,,311.0,65.0,0.0,246.0,87.08,2.18,41.98,0.0,156.74,15.0,40,15,13,,1 main,0
3904,2608,1,4,2018-09-06 12:27:59,completed,,536.0,42.08,0.0,493.92,150.08,3.22,67.0,0.0,340.62,15.0,40,19,24,,2 mains + beverage,0
3905,2609,1,1,2018-09-06 17:54:40,completed,,308.0,0.0,0.0,308.0,86.24,2.16,40.04,0.0,219.6,15.0,40,20,37,2,1 main,0
3906,1901,1,2,2018-09-06 22:58:23,completed,,287.0,0.0,0.0,287.0,80.36,2.01,38.75,0.0,204.63,15.0,40,23,28,,1 main + beverage,0
3907,2610,1,3,2018-09-06 22:19:57,completed,,523.0,125.04,0.0,397.96,146.44,3.4,62.76,0.0,248.12,15.0,40,19,30,5,2 mains,0
3908,1100,1,4,2018-09-07 16:43:28,completed,,577.0,0.0,0.0,577.0,161.56,3.46,72.12,0.0,411.98,15.0,40,23,29,,2 mains,0
3909,2611,1,1,2018-09-07 11:58:47,completed,,841.0,175.25,0.0,665.75,235.48,5.89,109.33,0.0,424.38,15.0,40,17,18,5,3 mains,0
3910,2612,1,2,2018-09-07 18:57:55,completed,,329.0,50.05,0.0,278.95,92.12,2.3,44.42,0.0,184.53,15.0,40,21,18,4,1 main,0
3911,2613,1,4,2018-09-07 19:02:46,completed,,615.0,0.0,0.0,615.0,172.2,3.69,76.88,0.0,439.11,15.0,40,25,27,5,2 mains,0
3912,1877,1,3,2018-09-07 20:06:14,completed,,330.0,51.72,0.0,278.28,92.4,2.15,39.6,0.0,183.73,15.0,40,16,27,5,1 main + beverage,0
3913,2040,1,3,2018-09-07 21:29:10,completed,,323.0,0.0,0.0,323.0,90.44,2.1,38.76,0.0,230.46,15.0,40,16,33,5,1 main,0
3914,2425,1,1,2018-09-07 15:13:39,completed,,308.0,52.81,0.0,255.19,86.24,2.16,40.04,0.0,166.79,15.0,40,14,9,2,1 main,0
3915,2614,1,4,2018-09-07 21:23:32,completed,,308.0,35.91,0.0,272.09,86.24,1.85,38.5,0.0,184.0,15.0,40,20,21,,1 main + beverage,0
3916,1620,1,1,2018-09-07 22:25:11,completed,,852.3,138.52,0.0,713.78,238.64,5.97,110.8,0.0,469.17,15.0,40,23,11,1,3 mains,1
3917,1109,1,2,2018-09-07 13:17:58,completed,,287.0,0.0,0.0,287.0,80.36,2.01,38.75,0.0,204.63,15.0,40,14,22,5,1 main + beverage,0
3918,603,1,3,2018-09-07 21:08:45,completed,,612.0,0.0,0.0,612.0,171.36,3.98,73.44,0.0,436.66,15.0,40,22,29,,2 mains + beverage,0
3919,2264,1,2,2018-09-07 12:46:31,completed,,316.0,0.0,30.72,285.28,88.48,2.21,42.66,0.0,194.58,15.0,40,19,16,,1 main + beverage,0
3920,2615,1,4,2018-09-07 21:30:48,completed,,654.0,67.3,0.0,586.7,183.12,3.92,81.75,0.0,399.65,15.0,40,14,11,5,2 mains + beverage,0
3921,2191,1,3,2018-09-07 15:21:54,completed,,256.0,0.0,16.05,239.95,71.68,1.66,30.72,0.0,166.6,15.0,40,17,20,5,1 main,0
3922,2616,1,2,2018-09-07 22:02:22,completed,,345.0,0.0,0.0,345.0,96.6,2.42,46.58,0.0,245.98,15.0,40,23,18,,1 main,0
3923,507,1,4,2018-09-07 11:50:39,completed,,303.0,0.0,0.0,303.0,84.84,1.82,37.88,0.0,216.34,15.0,40,21,26,5,1 main + beverage,0
3924,1124,1,1,2018-09-07 22:36:34,completed,,258.0,0.0,0.0,258.0,72.24,1.81,33.54,0.0,183.95,15.0,40,18,37,4,1 main,0
3925,2170,1,3,2018-09-07 22:09:50,completed,,320.0,79.82,0.0,240.18,89.6,2.08,38.4,0.0,148.5,15.0,40,18,16,3,1 main + beverage,0
3926,2617,1,2,2018-09-08 22:10:39,completed,,589.0,0.0,0.0,589.0,164.92,4.12,79.52,0.0,419.96,15.0,45,12,23,5,2 mains,0
3927,2042,1,2,2018-09-08 13:02:11,completed,,354.0,0.0,74.98,279.02,99.12,2.48,47.79,0.0,177.42,15.0,45,21,23,,1 main + beverage,0
3928,2618,1,1,2018-09-08 21:08:26,completed,,367.0,0.0,33.27,333.73,102.76,2.57,47.71,0.0,228.4,15.0,45,21,24,,1 main + beverage,0
3929,2619,1,3,2018-09-08 12:58:27,completed,,589.0,51.75,0.0,537.25,164.92,3.83,70.68,0.0,368.5,15.0,45,27,16,,2 mains,0
3930,1272,1,2,2018-09-08 22:09:25,cancelled,customer cancelled,345.0,0.0,0.0,345.0,96.6,2.42,46.58,0.0,245.98,0.0,45,20,25,,1 main,0
3931,1406,1,2,2018-09-08 22:30:26,completed,,616.0,0.0,0.0,616.0,172.48,4.31,83.16,0.0,439.21,15.0,45,20,26,5,2 mains + beverage,0
3932,2620,1,3,2018-09-08 14:08:19,completed,,572.0,120.68,0.0,451.32,160.16,3.72,68.64,0.0,287.44,15.0,45,26,19,,2 mains,0
3933,2621,1,2,2018-09-08 13:04:46,completed,,659.0,59.58,0.0,599.42,184.52,4.61,88.97,0.0,410.28,15.0,45,13,45,1,2 mains + beverage,0
3934,2622,1,1,2018-09-08 22:22:06,cancelled,restaurant delay,350.0,0.0,0.0,350.0,98.0,2.45,45.5,0.0,249.55,0.0,45,18,29,,1 main + beverage,0
3935,936,1,1,2018-09-08 22:51:46,completed,,284.0,0.0,0.0,284.0,79.52,1.99,36.92,0.0,202.49,15.0,45,23,12,5,1 main + beverage,0
3936,2623,1,2,2018-09-08 22:08:23,completed,,309.0,63.61,0.0,245.39,86.52,2.16,41.72,0.0,156.7,15.0,45,19,21,,1 main + add-on,0
3937,629,1,4,2018-09-08 20:13:25,completed,,568.0,0.0,0.0,568.0,159.04,3.41,71.0,0.0,405.55,15.0,45,25,15,4,2 mains + beverage,0
3938,2624,1,1,2018-09-08 09:43:24,completed,,338.0,0.0,0.0,338.0,94.64,2.37,43.94,0.0,240.99,15.0,45,27,19,,1 main + beverage,0
3939,2625,1,2,2018-09-08 21:12:55,completed,,616.0,90.66,0.0,525.34,172.48,4.31,83.16,0.0,348.55,15.0,45,26,21,5,2 mains,0
3940,1915,1,3,2018-09-08 13:55:43,completed,,256.0,0.0,0.0,256.0,71.68,1.66,30.72,0.0,182.66,15.0,45,24,21,3,1 main,0
3941,2558,1,2,2018-09-08 13:43:34,completed,,600.0,0.0,0.0,600.0,168.0,4.2,81.0,0.0,427.8,15.0,45,25,14,,2 mains,0
3942,2626,1,2,2018-09-08 19:20:31,completed,,571.0,78.75,0.0,492.25,159.88,4.0,77.09,0.0,328.38,15.0,45,11,32,5,2 mains,0
3943,2627,1,3,2018-09-08 14:31:45,completed,,539.1,0.0,0.0,539.1,150.95,3.5,64.69,0.0,384.65,15.0,45,15,18,5,2 mains,1
3944,1001,1,1,2018-09-08 11:40:14,completed,,527.0,0.0,0.0,527.0,147.56,3.69,68.51,0.0,375.75,15.0,45,20,20,5,2 mains,0
3945,2628,1,1,2018-09-08 11:46:35,completed,,274.0,0.0,0.0,274.0,76.72,1.92,35.62,0.0,195.36,15.0,45,28,19,,1 main,0
3946,2629,1,1,2018-09-08 14:26:47,completed,,650.0,92.15,0.0,557.85,182.0,4.55,84.5,0.0,371.3,15.0,45,19,27,5,2 mains,0
