availability_id,outlet_id,menu_item_id,availability_date,batch_prepared_qty,sold_out_time,estimated_lost_orders
10227,2,11,2019-10-28,1,,0
10228,2,12,2019-10-28,1,,0
10229,2,13,2019-10-28,1,,0
10230,2,14,2019-10-28,1,,0
10231,2,15,2019-10-28,1,,0
10232,2,16,2019-10-28,1,,0
10233,2,17,2019-10-28,1,,0
10234,1,1,2019-10-29,5,,0
10235,1,2,2019-10-29,6,,0
10236,1,3,2019-10-29,4,,0
10237,1,4,2019-10-29,3,,0
10238,1,5,2019-10-29,4,,0
10239,1,6,2019-10-29,2,,0
10240,1,7,2019-10-29,2,,0
10241,1,8,2019-10-29,4,,0
10242,1,9,2019-10-29,2,,0
10243,1,10,2019-10-29,1,,0
10244,1,11,2019-10-29,1,,0
10245,1,12,2019-10-29,1,,0
10246,1,13,2019-10-29,1,,0
10247,1,14,2019-10-29,1,,0
10248,1,15,2019-10-29,1,,0
10249,1,16,2019-10-29,1,,0
10250,1,17,2019-10-29,1,,0
10251,2,1,2019-10-29,1,,0
10252,2,2,2019-10-29,2,,0
10253,2,3,2019-10-29,1,,0
10254,2,4,2019-10-29,1,,0
10255,2,5,2019-10-29,1,,0
10256,2,6,2019-10-29,1,,0
10257,2,7,2019-10-29,1,,0
10258,2,8,2019-10-29,1,,0
10259,2,9,2019-10-29,1,,0
10260,2,10,2019-10-29,1,,0
10261,2,11,2019-10-29,1,,0
10262,2,12,2019-10-29,1,,0
10263,2,13,2019-10-29,1,,0
10264,2,14,2019-10-29,1,,0
10265,2,15,2019-10-29,1,,0
10266,2,16,2019-10-29,1,,0
10267,2,17,2019-10-29,1,,0
10268,1,1,2019-10-30,3,,0
10269,1,2,2019-10-30,4,,0
10270,1,3,2019-10-30,3,,0
10271,1,4,2019-10-30,2,,0
10272,1,5,2019-10-30,3,,0
10273,1,6,2019-10-30,2,,0
10274,1,7,2019-10-30,1,,0
10275,1,8,2019-10-30,3,,0
10276,1,9,2019-10-30,1,,0
10277,1,10,2019-10-30,1,,0
10278,1,11,2019-10-30,1,,0
10279,1,12,2019-10-30,1,,0
10280,1,13,2019-10-30,1,,0
10281,1,14,2019-10-30,1,,0
10282,1,15,2019-10-30,1,,0
10283,1,16,2019-10-30,1,,0
10284,1,17,2019-10-30,1,,0
10285,2,1,2019-10-30,2,22:31:00,4
10286,2,2,2019-10-30,2,,0
10287,2,3,2019-10-30,1,,0
10288,2,4,2019-10-30,1,,0
10289,2,5,2019-10-30,1,,0
10290,2,6,2019-10-30,1,,0
10291,2,7,2019-10-30,1,,0
10292,2,8,2019-10-30,1,,0
10293,2,9,2019-10-30,1,,0
10294,2,10,2019-10-30,1,,0
10295,2,11,2019-10-30,1,,0
10296,2,12,2019-10-30,1,,0
10297,2,13,2019-10-30,1,,0
10298,2,14,2019-10-30,1,,0
10299,2,15,2019-10-30,1,,0
10300,2,16,2019-10-30,1,,0
10301,2,17,2019-10-30,1,,0
10302,1,1,2019-10-31,3,,0
10303,1,2,2019-10-31,3,,0
10304,1,3,2019-10-31,2,,0
10305,1,4,2019-10-31,2,,0
10306,1,5,2019-10-31,2,,0
10307,1,6,2019-10-31,1,,0
10308,1,7,2019-10-31,1,,0
10309,1,8,2019-10-31,2,,0
10310,1,9,2019-10-31,1,,0
10311,1,10,2019-10-31,1,,0
10312,1,11,2019-10-31,1,,0
10313,1,12,2019-10-31,1,,0
10314,1,13,2019-10-31,1,,0
10315,1,14,2019-10-31,1,,0
10316,1,15,2019-10-31,1,,0
10317,1,16,2019-10-31,1,,0
10318,1,17,2019-10-31,1,,0
10319,2,1,2019-10-31,1,,0
10320,2,2,2019-10-31,1,,0
10321,2,3,2019-10-31,1,,0
10322,2,4,2019-10-31,1,,0
10323,2,5,2019-10-31,1,,0
10324,2,6,2019-10-31,1,,0
10325,2,7,2019-10-31,1,20:35:00,2
10326,2,8,2019-10-31,1,,0
10327,2,9,2019-10-31,1,,0
10328,2,10,2019-10-31,1,,0
10329,2,11,2019-10-31,1,,0
10330,2,12,2019-10-31,1,,0
10331,2,13,2019-10-31,1,,0
10332,2,14,2019-10-31,1,,0
10333,2,15,2019-10-31,1,,0
10334,2,16,2019-10-31,1,,0
10335,2,17,2019-10-31,1,,0
10336,1,1,2019-11-01,3,,0
10337,1,2,2019-11-01,3,,0
10338,1,3,2019-11-01,2,,0
10339,1,4,2019-11-01,2,,0
10340,1,5,2019-11-01,2,,0
10341,1,6,2019-11-01,1,,0
10342,1,7,2019-11-01,1,,0
10343,1,8,2019-11-01,2,,0
10344,1,9,2019-11-01,1,,0
10345,1,10,2019-11-01,1,,0
10346,1,11,2019-11-01,1,,0
10347,1,12,2019-11-01,1,,0
10348,1,13,2019-11-01,1,,0
10349,1,14,2019-11-01,1,,0
10350,1,15,2019-11-01,1,,0
10351,1,16,2019-11-01,1,,0
10352,1,17,2019-11-01,1,,0
10353,2,1,2019-11-01,2,,0
10354,2,2,2019-11-01,2,,0
10355,2,3,2019-11-01,1,,0
10356,2,4,2019-11-01,1,,0
10357,2,5,2019-11-01,1,,0
10358,2,6,2019-11-01,1,,0
10359,2,7,2019-11-01,1,,0
10360,2,8,2019-11-01,1,,0
10361,2,9,2019-11-01,1,,0
10362,2,10,2019-11-01,1,,0
10363,2,11,2019-11-01,1,,0
10364,2,12,2019-11-01,1,,0
10365,2,13,2019-11-01,1,,0
10366,2,14,2019-11-01,1,,0
10367,2,15,2019-11-01,1,20:46:00,4
10368,2,16,2019-11-01,1,,0
10369,2,17,2019-11-01,1,22:52:00,2
10370,1,1,2019-11-02,5,,0
10371,1,2,2019-11-02,6,,0
10372,1,3,2019-11-02,4,,0
10373,1,4,2019-11-02,3,,0
10374,1,5,2019-11-02,4,,0
10375,1,6,2019-11-02,2,,0
10376,1,7,2019-11-02,2,,0
10377,1,8,2019-11-02,4,,0
10378,1,9,2019-11-02,2,,0
10379,1,10,2019-11-02,2,,0
10380,1,11,2019-11-02,1,,0
10381,1,12,2019-11-02,1,,0
10382,1,13,2019-11-02,1,,0
10383,1,14,2019-11-02,1,,0
10384,1,15,2019-11-02,1,,0
10385,1,16,2019-11-02,1,,0
10386,1,17,2019-11-02,1,,0
10387,2,1,2019-11-02,3,,0
10388,2,2,2019-11-02,3,21:43:00,5
10389,2,3,2019-11-02,2,,0
10390,2,4,2019-11-02,1,,0
10391,2,5,2019-11-02,2,,0
10392,2,6,2019-11-02,1,,0
10393,2,7,2019-11-02,1,,0
10394,2,8,2019-11-02,2,,0
10395,2,9,2019-11-02,1,,0
10396,2,10,2019-11-02,1,,0
10397,2,11,2019-11-02,1,,0
10398,2,12,2019-11-02,1,,0
10399,2,13,2019-11-02,1,,0
10400,2,14,2019-11-02,1,,0
10401,2,15,2019-11-02,1,,0
10402,2,16,2019-11-02,1,,0
10403,2,17,2019-11-02,1,,0
10404,1,1,2019-11-03,8,,0
10405,1,2,2019-11-03,9,,0
10406,1,3,2019-11-03,6,,0
10407,1,4,2019-11-03,4,,0
10408,1,5,2019-11-03,6,,0
10409,1,6,2019-11-03,4,,0
10410,1,7,2019-11-03,3,,0
10411,1,8,2019-11-03,7,,0
10412,1,9,2019-11-03,3,,0
10413,1,10,2019-11-03,2,,0
10414,1,11,2019-11-03,2,,0
10415,1,12,2019-11-03,1,,0
10416,1,13,2019-11-03,2,,0
10417,1,14,2019-11-03,1,21:02:00,5
10418,1,15,2019-11-03,1,,0
10419,1,16,2019-11-03,1,,0
10420,1,17,2019-11-03,1,,0
10421,2,1,2019-11-03,4,,0
10422,2,2,2019-11-03,4,,0
10423,2,3,2019-11-03,3,,0
10424,2,4,2019-11-03,2,,0
10425,2,5,2019-11-03,3,,0
10426,2,6,2019-11-03,2,,0
10427,2,7,2019-11-03,1,,0
10428,2,8,2019-11-03,3,19:04:00,3
10429,2,9,2019-11-03,1,,0
10430,2,10,2019-11-03,1,19:06:00,4
10431,2,11,2019-11-03,1,,0
10432,2,12,2019-11-03,1,,0
10433,2,13,2019-11-03,1,,0
10434,2,14,2019-11-03,1,,0
10435,2,15,2019-11-03,1,,0
10436,2,16,2019-11-03,1,,0
10437,2,17,2019-11-03,1,20:14:00,5
10438,1,1,2019-11-04,3,,0
10439,1,2,2019-11-04,3,,0
10440,1,3,2019-11-04,2,,0
10441,1,4,2019-11-04,2,,0
10442,1,5,2019-11-04,2,,0
10443,1,6,2019-11-04,1,,0
10444,1,7,2019-11-04,1,,0
10445,1,8,2019-11-04,2,,0
10446,1,9,2019-11-04,1,,0
10447,1,10,2019-11-04,1,,0
10448,1,11,2019-11-04,1,,0
10449,1,12,2019-11-04,1,,0
10450,1,13,2019-11-04,1,,0
10451,1,14,2019-11-04,1,,0
10452,1,15,2019-11-04,1,,0
10453,1,16,2019-11-04,1,,0
10454,1,17,2019-11-04,1,,0
10455,2,1,2019-11-04,1,,0
10456,2,2,2019-11-04,2,,0
10457,2,3,2019-11-04,1,,0
10458,2,4,2019-11-04,1,,0
10459,2,5,2019-11-04,1,,0
10460,2,6,2019-11-04,1,,0
10461,2,7,2019-11-04,1,,0
10462,2,8,2019-11-04,1,,0
10463,2,9,2019-11-04,1,,0
10464,2,10,2019-11-04,1,,0
10465,2,11,2019-11-04,1,,0
10466,2,12,2019-11-04,1,,0
10467,2,13,2019-11-04,1,,0
10468,2,14,2019-11-04,1,,0
10469,2,15,2019-11-04,1,,0
10470,2,16,2019-11-04,1,,0
10471,2,17,2019-11-04,1,,0
10472,1,1,2019-11-05,4,,0
10473,1,2,2019-11-05,4,,0
10474,1,3,2019-11-05,3,,0
10475,1,4,2019-11-05,2,,0
10476,1,5,2019-11-05,3,,0
10477,1,6,2019-11-05,2,,0
10478,1,7,2019-11-05,1,,0
10479,1,8,2019-11-05,3,,0
10480,1,9,2019-11-05,1,,0
10481,1,10,2019-11-05,1,,0
10482,1,11,2019-11-05,1,,0
10483,1,12,2019-11-05,1,,0
10484,1,13,2019-11-05,1,,0
10485,1,14,2019-11-05,1,,0
10486,1,15,2019-11-05,1,,0
10487,1,16,2019-11-05,1,,0
10488,1,17,2019-11-05,1,,0
10489,2,1,2019-11-05,2,,0
10490,2,2,2019-11-05,2,,0
10491,2,3,2019-11-05,1,,0
10492,2,4,2019-11-05,1,,0
10493,2,5,2019-11-05,1,,0
10494,2,6,2019-11-05,1,,0
10495,2,7,2019-11-05,1,,0
10496,2,8,2019-11-05,1,,0
10497,2,9,2019-11-05,1,,0
10498,2,10,2019-11-05,1,,0
10499,2,11,2019-11-05,1,,0
10500,2,12,2019-11-05,1,,0
10501,2,13,2019-11-05,1,,0
10502,2,14,2019-11-05,1,,0
10503,2,15,2019-11-05,1,,0
10504,2,16,2019-11-05,1,,0
10505,2,17,2019-11-05,1,,0
10506,1,1,2019-11-06,4,,0
10507,1,2,2019-11-06,4,,0
10508,1,3,2019-11-06,3,,0
10509,1,4,2019-11-06,2,,0
10510,1,5,2019-11-06,3,21:19:00,2
10511,1,6,2019-11-06,2,,0
10512,1,7,2019-11-06,1,21:34:00,4
10513,1,8,2019-11-06,3,,0
10514,1,9,2019-11-06,1,,0
10515,1,10,2019-11-06,1,,0
10516,1,11,2019-11-06,1,,0
10517,1,12,2019-11-06,1,,0
10518,1,13,2019-11-06,1,,0
10519,1,14,2019-11-06,1,,0
10520,1,15,2019-11-06,1,,0
10521,1,16,2019-11-06,1,,0
10522,1,17,2019-11-06,1,,0
10523,2,1,2019-11-06,2,,0
10524,2,2,2019-11-06,2,,0
10525,2,3,2019-11-06,1,,0
10526,2,4,2019-11-06,1,,0
10527,2,5,2019-11-06,1,20:50:00,5
10528,2,6,2019-11-06,1,,0
10529,2,7,2019-11-06,1,,0
10530,2,8,2019-11-06,1,,0
10531,2,9,2019-11-06,1,,0
10532,2,10,2019-11-06,1,,0
10533,2,11,2019-11-06,1,,0
10534,2,12,2019-11-06,1,,0
10535,2,13,2019-11-06,1,,0
10536,2,14,2019-11-06,1,,0
10537,2,15,2019-11-06,1,,0
10538,2,16,2019-11-06,1,,0
10539,2,17,2019-11-06,1,,0
10540,1,1,2019-11-07,3,,0
10541,1,2,2019-11-07,4,,0
10542,1,3,2019-11-07,2,,0
10543,1,4,2019-11-07,2,,0
10544,1,5,2019-11-07,2,,0
10545,1,6,2019-11-07,1,,0
10546,1,7,2019-11-07,1,,0
10547,1,8,2019-11-07,3,,0
10548,1,9,2019-11-07,1,,0
10549,1,10,2019-11-07,1,,0
10550,1,11,2019-11-07,1,,0
10551,1,12,2019-11-07,1,,0
10552,1,13,2019-11-07,1,,0
10553,1,14,2019-11-07,1,22:42:00,4
10554,1,15,2019-11-07,1,,0
10555,1,16,2019-11-07,1,,0
10556,1,17,2019-11-07,1,,0
10557,2,1,2019-11-07,1,,0
10558,2,2,2019-11-07,2,,0
10559,2,3,2019-11-07,1,,0
10560,2,4,2019-11-07,1,,0
10561,2,5,2019-11-07,1,,0
10562,2,6,2019-11-07,1,,0
10563,2,7,2019-11-07,1,,0
10564,2,8,2019-11-07,1,,0
10565,2,9,2019-11-07,1,,0
10566,2,10,2019-11-07,1,,0
10567,2,11,2019-11-07,1,,0
10568,2,12,2019-11-07,1,,0
10569,2,13,2019-11-07,1,,0
10570,2,14,2019-11-07,1,,0
10571,2,15,2019-11-07,1,,0
10572,2,16,2019-11-07,1,20:44:00,3
10573,2,17,2019-11-07,1,,0
10574,1,1,2019-11-08,3,,0
10575,1,2,2019-11-08,4,,0
10576,1,3,2019-11-08,3,,0
10577,1,4,2019-11-08,2,,0
10578,1,5,2019-11-08,3,,0
10579,1,6,2019-11-08,2,,0
10580,1,7,2019-11-08,1,,0
10581,1,8,2019-11-08,3,,0
10582,1,9,2019-11-08,1,,0
10583,1,10,2019-11-08,1,,0
10584,1,11,2019-11-08,1,,0
10585,1,12,2019-11-08,1,,0
10586,1,13,2019-11-08,1,,0
10587,1,14,2019-11-08,1,,0
10588,1,15,2019-11-08,1,,0
10589,1,16,2019-11-08,1,,0
10590,1,17,2019-11-08,1,,0
10591,2,1,2019-11-08,1,,0
10592,2,2,2019-11-08,2,,0
10593,2,3,2019-11-08,1,,0
10594,2,4,2019-11-08,1,,0
10595,2,5,2019-11-08,1,,0
10596,2,6,2019-11-08,1,,0
10597,2,7,2019-11-08,1,,0
10598,2,8,2019-11-08,1,,0
10599,2,9,2019-11-08,1,,0
10600,2,10,2019-11-08,1,,0
10601,2,11,2019-11-08,1,,0
10602,2,12,2019-11-08,1,,0
10603,2,13,2019-11-08,1,,0
10604,2,14,2019-11-08,1,,0
10605,2,15,2019-11-08,1,,0
10606,2,16,2019-11-08,1,,0
10607,2,17,2019-11-08,1,,0
10608,1,1,2019-11-09,6,,0
10609,1,2,2019-11-09,6,,0
10610,1,3,2019-11-09,4,,0
10611,1,4,2019-11-09,3,,0
10612,1,5,2019-11-09,4,,0
10613,1,6,2019-11-09,2,,0
10614,1,7,2019-11-09,2,,0
10615,1,8,2019-11-09,4,,0
10616,1,9,2019-11-09,2,,0
10617,1,10,2019-11-09,2,,0
10618,1,11,2019-11-09,1,,0
10619,1,12,2019-11-09,1,,0
10620,1,13,2019-11-09,1,,0
10621,1,14,2019-11-09,1,,0
10622,1,15,2019-11-09,1,,0
10623,1,16,2019-11-09,1,,0
10624,1,17,2019-11-09,1,,0
10625,2,1,2019-11-09,3,,0
10626,2,2,2019-11-09,3,,0
10627,2,3,2019-11-09,2,,0
10628,2,4,2019-11-09,1,,0
10629,2,5,2019-11-09,2,,0
10630,2,6,2019-11-09,1,,0
10631,2,7,2019-11-09,1,,0
10632,2,8,2019-11-09,2,,0
10633,2,9,2019-11-09,1,,0
10634,2,10,2019-11-09,1,,0
10635,2,11,2019-11-09,1,19:57:00,4
10636,2,12,2019-11-09,1,,0
10637,2,13,2019-11-09,1,,0
10638,2,14,2019-11-09,1,,0
10639,2,15,2019-11-09,1,,0
10640,2,16,2019-11-09,1,,0
10641,2,17,2019-11-09,1,,0
10642,1,1,2019-11-10,10,,0
10643,1,2,2019-11-10,12,,0
10644,1,3,2019-11-10,8,,0
10645,1,4,2019-11-10,6,,0
10646,1,5,2019-11-10,8,20:17:00,6
10647,1,6,2019-11-10,4,,0
10648,1,7,2019-11-10,3,,0
10649,1,8,2019-11-10,8,,0
10650,1,9,2019-11-10,3,,0
10651,1,10,2019-11-10,3,,0
10652,1,11,2019-11-10,3,,0
10653,1,12,2019-11-10,1,,0
10654,1,13,2019-11-10,2,,0
10655,1,14,2019-11-10,2,,0
10656,1,15,2019-11-10,1,,0
10657,1,16,2019-11-10,2,,0
10658,1,17,2019-11-10,1,,0
10659,2,1,2019-11-10,3,,0
10660,2,2,2019-11-10,4,,0
10661,2,3,2019-11-10,2,,0
10662,2,4,2019-11-10,2,,0
10663,2,5,2019-11-10,3,,0
10664,2,6,2019-11-10,1,,0
10665,2,7,2019-11-10,1,,0
10666,2,8,2019-11-10,3,,0
10667,2,9,2019-11-10,1,22:45:00,1
10668,2,10,2019-11-10,1,,0
10669,2,11,2019-11-10,1,,0
10670,2,12,2019-11-10,1,,0
10671,2,13,2019-11-10,1,,0
10672,2,14,2019-11-10,1,,0
10673,2,15,2019-11-10,1,,0
10674,2,16,2019-11-10,1,19:40:00,6
10675,2,17,2019-11-10,1,,0
10676,1,1,2019-11-11,4,,0
10677,1,2,2019-11-11,4,,0
10678,1,3,2019-11-11,3,,0
10679,1,4,2019-11-11,2,,0
10680,1,5,2019-11-11,3,,0
10681,1,6,2019-11-11,2,,0
10682,1,7,2019-11-11,1,,0
10683,1,8,2019-11-11,3,,0
10684,1,9,2019-11-11,1,,0
10685,1,10,2019-11-11,1,,0
10686,1,11,2019-11-11,1,,0
10687,1,12,2019-11-11,1,,0
10688,1,13,2019-11-11,1,,0
10689,1,14,2019-11-11,1,,0
10690,1,15,2019-11-11,1,,0
10691,1,16,2019-11-11,1,,0
10692,1,17,2019-11-11,1,,0
10693,2,1,2019-11-11,2,,0
10694,2,2,2019-11-11,2,,0
10695,2,3,2019-11-11,1,,0
10696,2,4,2019-11-11,1,,0
10697,2,5,2019-11-11,1,,0
10698,2,6,2019-11-11,1,,0
10699,2,7,2019-11-11,1,,0
10700,2,8,2019-11-11,1,21:25:00,4
10701,2,9,2019-11-11,1,,0
10702,2,10,2019-11-11,1,,0
10703,2,11,2019-11-11,1,,0
10704,2,12,2019-11-11,1,,0
10705,2,13,2019-11-11,1,,0
10706,2,14,2019-11-11,1,,0
10707,2,15,2019-11-11,1,,0
10708,2,16,2019-11-11,1,,0
10709,2,17,2019-11-11,1,,0
10710,1,1,2019-11-12,4,,0
10711,1,2,2019-11-12,4,,0
10712,1,3,2019-11-12,3,,0
10713,1,4,2019-11-12,2,,0
10714,1,5,2019-11-12,3,,0
10715,1,6,2019-11-12,2,,0
10716,1,7,2019-11-12,1,,0
10717,1,8,2019-11-12,3,,0
10718,1,9,2019-11-12,1,,0
10719,1,10,2019-11-12,1,,0
10720,1,11,2019-11-12,1,,0
10721,1,12,2019-11-12,1,,0
10722,1,13,2019-11-12,1,,0
10723,1,14,2019-11-12,1,,0
10724,1,15,2019-11-12,1,,0
10725,1,16,2019-11-12,1,,0
10726,1,17,2019-11-12,1,,0
10727,2,1,2019-11-12,2,,0
10728,2,2,2019-11-12,2,,0
10729,2,3,2019-11-12,2,,0
10730,2,4,2019-11-12,1,,0
10731,2,5,2019-11-12,2,,0
10732,2,6,2019-11-12,1,,0
10733,2,7,2019-11-12,1,,0
10734,2,8,2019-11-12,2,,0
10735,2,9,2019-11-12,1,,0
10736,2,10,2019-11-12,1,,0
10737,2,11,2019-11-12,1,,0
10738,2,12,2019-11-12,1,,0
10739,2,13,2019-11-12,1,,0
10740,2,14,2019-11-12,1,,0
10741,2,15,2019-11-12,1,,0
10742,2,16,2019-11-12,1,,0
10743,2,17,2019-11-12,1,,0
10744,1,1,2019-11-13,4,,0
10745,1,2,2019-11-13,4,,0
10746,1,3,2019-11-13,3,,0
10747,1,4,2019-11-13,2,,0
10748,1,5,2019-11-13,3,19:16:00,5
10749,1,6,2019-11-13,2,,0
10750,1,7,2019-11-13,1,,0
10751,1,8,2019-11-13,3,,0
10752,1,9,2019-11-13,1,,0
10753,1,10,2019-11-13,1,,0
10754,1,11,2019-11-13,1,,0
10755,1,12,2019-11-13,1,20:37:00,4
10756,1,13,2019-11-13,1,,0
10757,1,14,2019-11-13,1,,0
10758,1,15,2019-11-13,1,,0
10759,1,16,2019-11-13,1,,0
10760,1,17,2019-11-13,1,,0
10761,2,1,2019-11-13,2,20:16:00,4
10762,2,2,2019-11-13,2,,0
10763,2,3,2019-11-13,1,,0
10764,2,4,2019-11-13,1,,0
10765,2,5,2019-11-13,1,,0
10766,2,6,2019-11-13,1,,0
10767,2,7,2019-11-13,1,,0
10768,2,8,2019-11-13,1,,0
10769,2,9,2019-11-13,1,,0
10770,2,10,2019-11-13,1,,0
10771,2,11,2019-11-13,1,,0
10772,2,12,2019-11-13,1,,0
10773,2,13,2019-11-13,1,,0
10774,2,14,2019-11-13,1,,0
10775,2,15,2019-11-13,1,,0
10776,2,16,2019-11-13,1,,0
10777,2,17,2019-11-13,1,,0
10778,1,1,2019-11-14,3,,0
10779,1,2,2019-11-14,4,,0
10780,1,3,2019-11-14,2,,0
10781,1,4,2019-11-14,2,,0
10782,1,5,2019-11-14,2,,0
10783,1,6,2019-11-14,1,,0
10784,1,7,2019-11-14,1,,0
10785,1,8,2019-11-14,3,,0
10786,1,9,2019-11-14,1,20:56:00,4
10787,1,10,2019-11-14,1,,0
10788,1,11,2019-11-14,1,,0
10789,1,12,2019-11-14,1,,0
10790,1,13,2019-11-14,1,,0
10791,1,14,2019-11-14,1,,0
10792,1,15,2019-11-14,1,,0
10793,1,16,2019-11-14,1,,0
10794,1,17,2019-11-14,1,,0
10795,2,1,2019-11-14,2,,0
10796,2,2,2019-11-14,2,,0
10797,2,3,2019-11-14,1,,0
10798,2,4,2019-11-14,1,,0
10799,2,5,2019-11-14,1,,0
10800,2,6,2019-11-14,1,,0
10801,2,7,2019-11-14,1,,0
10802,2,8,2019-11-14,1,,0
10803,2,9,2019-11-14,1,,0
10804,2,10,2019-11-14,1,,0
10805,2,11,2019-11-14,1,,0
10806,2,12,2019-11-14,1,,0
10807,2,13,2019-11-14,1,,0
10808,2,14,2019-11-14,1,,0
10809,2,15,2019-11-14,1,,0
10810,2,16,2019-11-14,1,,0
10811,2,17,2019-11-14,1,,0
10812,1,1,2019-11-15,4,,0
10813,1,2,2019-11-15,5,,0
10814,1,3,2019-11-15,3,,0
10815,1,4,2019-11-15,2,,0
10816,1,5,2019-11-15,3,,0
10817,1,6,2019-11-15,2,,0
10818,1,7,2019-11-15,1,,0
10819,1,8,2019-11-15,3,,0
10820,1,9,2019-11-15,1,,0
10821,1,10,2019-11-15,1,,0
10822,1,11,2019-11-15,1,,0
10823,1,12,2019-11-15,1,,0
10824,1,13,2019-11-15,1,,0
10825,1,14,2019-11-15,1,,0
10826,1,15,2019-11-15,1,,0
10827,1,16,2019-11-15,1,,0
10828,1,17,2019-11-15,1,,0
10829,2,1,2019-11-15,1,,0
10830,2,2,2019-11-15,1,,0
10831,2,3,2019-11-15,1,,0
10832,2,4,2019-11-15,1,,0
10833,2,5,2019-11-15,1,,0
10834,2,6,2019-11-15,1,,0
10835,2,7,2019-11-15,1,,0
10836,2,8,2019-11-15,1,,0
10837,2,9,2019-11-15,1,,0
10838,2,10,2019-11-15,1,,0
10839,2,11,2019-11-15,1,,0
10840,2,12,2019-11-15,1,,0
10841,2,13,2019-11-15,1,,0
10842,2,14,2019-11-15,1,,0
10843,2,15,2019-11-15,1,,0
10844,2,16,2019-11-15,1,,0
10845,2,17,2019-11-15,1,,0
10846,1,1,2019-11-16,7,,0
10847,1,2,2019-11-16,8,,0
10848,1,3,2019-11-16,5,,0
10849,1,4,2019-11-16,4,,0
10850,1,5,2019-11-16,6,,0
10851,1,6,2019-11-16,3,21:44:00,3
10852,1,7,2019-11-16,2,,0
10853,1,8,2019-11-16,6,,0
10854,1,9,2019-11-16,2,,0
10855,1,10,2019-11-16,2,,0
10856,1,11,2019-11-16,2,,0
10857,1,12,2019-11-16,1,,0
10858,1,13,2019-11-16,2,,0
10859,1,14,2019-11-16,1,,0
10860,1,15,2019-11-16,1,,0
10861,1,16,2019-11-16,1,,0
10862,1,17,2019-11-16,1,,0
10863,2,1,2019-11-16,2,,0
10864,2,2,2019-11-16,3,,0
10865,2,3,2019-11-16,2,,0
10866,2,4,2019-11-16,1,,0
10867,2,5,2019-11-16,2,,0
10868,2,6,2019-11-16,1,,0
10869,2,7,2019-11-16,1,,0
10870,2,8,2019-11-16,2,,0
10871,2,9,2019-11-16,1,,0
10872,2,10,2019-11-16,1,,0
10873,2,11,2019-11-16,1,,0
10874,2,12,2019-11-16,1,,0
10875,2,13,2019-11-16,1,,0
10876,2,14,2019-11-16,1,,0
10877,2,15,2019-11-16,1,,0
10878,2,16,2019-11-16,1,,0
10879,2,17,2019-11-16,1,,0
10880,1,1,2019-11-17,10,,0
10881,1,2,2019-11-17,11,,0
10882,1,3,2019-11-17,7,,0
10883,1,4,2019-11-17,5,,0
10884,1,5,2019-11-17,8,,0
10885,1,6,2019-11-17,4,,0
10886,1,7,2019-11-17,3,,0
10887,1,8,2019-11-17,8,,0
10888,1,9,2019-11-17,3,,0
10889,1,10,2019-11-17,3,,0
10890,1,11,2019-11-17,3,,0
10891,1,12,2019-11-17,1,,0
10892,1,13,2019-11-17,2,,0
10893,1,14,2019-11-17,2,,0
10894,1,15,2019-11-17,1,,0
10895,1,16,2019-11-17,2,21:02:00,5
10896,1,17,2019-11-17,1,,0
10897,2,1,2019-11-17,4,,0
10898,2,2,2019-11-17,4,,0
10899,2,3,2019-11-17,3,,0
10900,2,4,2019-11-17,2,,0
10901,2,5,2019-11-17,3,,0
10902,2,6,2019-11-17,2,20:39:00,5
10903,2,7,2019-11-17,1,,0
10904,2,8,2019-11-17,3,,0
10905,2,9,2019-11-17,1,,0
10906,2,10,2019-11-17,1,,0
10907,2,11,2019-11-17,1,,0
10908,2,12,2019-11-17,1,,0
10909,2,13,2019-11-17,1,,0
10910,2,14,2019-11-17,1,,0
10911,2,15,2019-11-17,1,,0
10912,2,16,2019-11-17,1,,0
10913,2,17,2019-11-17,1,,0
10914,1,1,2019-11-18,4,,0
10915,1,2,2019-11-18,4,,0
10916,1,3,2019-11-18,3,,0
10917,1,4,2019-11-18,2,,0
10918,1,5,2019-11-18,3,,0
10919,1,6,2019-11-18,2,,0
10920,1,7,2019-11-18,1,,0
10921,1,8,2019-11-18,3,,0
10922,1,9,2019-11-18,1,,0
10923,1,10,2019-11-18,1,,0
10924,1,11,2019-11-18,1,,0
10925,1,12,2019-11-18,1,,0
10926,1,13,2019-11-18,1,,0
10927,1,14,2019-11-18,1,,0
10928,1,15,2019-11-18,1,,0
10929,1,16,2019-11-18,1,,0
10930,1,17,2019-11-18,1,,0
10931,2,1,2019-11-18,1,,0
10932,2,2,2019-11-18,2,,0
10933,2,3,2019-11-18,1,,0
10934,2,4,2019-11-18,1,20:32:00,1
10935,2,5,2019-11-18,1,,0
10936,2,6,2019-11-18,1,,0
10937,2,7,2019-11-18,1,,0
10938,2,8,2019-11-18,1,,0
10939,2,9,2019-11-18,1,,0
10940,2,10,2019-11-18,1,,0
10941,2,11,2019-11-18,1,,0
10942,2,12,2019-11-18,1,,0
10943,2,13,2019-11-18,1,,0
10944,2,14,2019-11-18,1,,0
10945,2,15,2019-11-18,1,,0
10946,2,16,2019-11-18,1,,0
10947,2,17,2019-11-18,1,,0
10948,1,1,2019-11-19,3,,0
10949,1,2,2019-11-19,4,,0
10950,1,3,2019-11-19,3,22:05:00,1
10951,1,4,2019-11-19,2,,0
10952,1,5,2019-11-19,3,,0
