expense_id,outlet_id,expense_month,expense_category,amount,cost_behaviour
564,1,2021-02-01,staff,36800.0,semi_variable
565,1,2021-02-01,rent,10000,fixed
566,1,2021-02-01,utilities,5000.0,semi_variable
567,1,2021-02-01,gas_consumables,4000.0,semi_variable
568,1,2021-02-01,procurement_travel,6900.0,semi_variable
569,1,2021-02-01,repairs,937.86,fixed
570,1,2021-02-01,packaging_extra,1026.82,variable
571,1,2021-02-01,advertising,7075.24,variable
572,2,2021-02-01,staff,27600.0,semi_variable
573,2,2021-02-01,rent,15000,fixed
574,2,2021-02-01,utilities,5000.0,semi_variable
575,2,2021-02-01,gas_consumables,3000.0,semi_variable
576,2,2021-02-01,procurement_travel,4600.0,semi_variable
577,2,2021-02-01,repairs,836.76,fixed
578,2,2021-02-01,packaging_extra,1277.45,variable
579,2,2021-02-01,advertising,4029.87,variable
580,3,2021-02-01,staff,23000.0,semi_variable
581,3,2021-02-01,rent,12000,fixed
582,3,2021-02-01,utilities,5000.0,semi_variable
583,3,2021-02-01,gas_consumables,3000.0,semi_variable
584,3,2021-02-01,procurement_travel,4600.0,semi_variable
585,3,2021-02-01,repairs,396.2,fixed
586,3,2021-02-01,packaging_extra,710.94,variable
587,3,2021-02-01,advertising,1607.4,variable
588,,2021-02-01,compliance,1200,fixed
589,,2021-02-01,kitchen_rent,15000,fixed
590,,2021-02-01,founder_drawings,20000,fixed
591,1,2021-03-01,staff,36800.0,semi_variable
592,1,2021-03-01,rent,10000,fixed
593,1,2021-03-01,utilities,5000.0,semi_variable
594,1,2021-03-01,gas_consumables,4000.0,semi_variable
595,1,2021-03-01,procurement_travel,6900.0,semi_variable
596,1,2021-03-01,repairs,880.2,fixed
597,1,2021-03-01,packaging_extra,892.92,variable
598,1,2021-03-01,advertising,7467.4,variable
599,2,2021-03-01,staff,27600.0,semi_variable
600,2,2021-03-01,rent,15000,fixed
601,2,2021-03-01,utilities,5000.0,semi_variable
602,2,2021-03-01,gas_consumables,3000.0,semi_variable
603,2,2021-03-01,procurement_travel,4600.0,semi_variable
604,2,2021-03-01,repairs,373.65,fixed
605,2,2021-03-01,packaging_extra,952.38,variable
606,2,2021-03-01,advertising,4511.99,variable
607,3,2021-03-01,staff,23000.0,semi_variable
608,3,2021-03-01,rent,12000,fixed
609,3,2021-03-01,utilities,5000.0,semi_variable
610,3,2021-03-01,gas_consumables,3000.0,semi_variable
611,3,2021-03-01,procurement_travel,4600.0,semi_variable
612,3,2021-03-01,repairs,788.88,fixed
613,3,2021-03-01,packaging_extra,739.54,variable
614,3,2021-03-01,advertising,1826.2,variable
615,,2021-03-01,compliance,1200,fixed
616,,2021-03-01,kitchen_rent,15000,fixed
617,,2021-03-01,founder_drawings,20000,fixed
618,1,2021-04-01,staff,28800.0,semi_variable
619,1,2021-04-01,rent,10000,fixed
620,1,2021-04-01,utilities,5000.0,semi_variable
621,1,2021-04-01,gas_consumables,4000.0,semi_variable
622,1,2021-04-01,procurement_travel,6900.0,semi_variable
623,1,2021-04-01,repairs,936.25,fixed
624,1,2021-04-01,packaging_extra,922.06,variable
625,1,2021-04-01,advertising,2564.14,variable
626,2,2021-04-01,staff,21600.0,semi_variable
627,2,2021-04-01,rent,15000,fixed
628,2,2021-04-01,utilities,5000.0,semi_variable
629,2,2021-04-01,gas_consumables,3000.0,semi_variable
630,2,2021-04-01,procurement_travel,4600.0,semi_variable
631,2,2021-04-01,repairs,1215.19,fixed
632,2,2021-04-01,packaging_extra,1151.19,variable
633,2,2021-04-01,advertising,1541.78,variable
634,3,2021-04-01,staff,18000.0,semi_variable
635,3,2021-04-01,rent,12000,fixed
636,3,2021-04-01,utilities,5000.0,semi_variable
637,3,2021-04-01,gas_consumables,3000.0,semi_variable
638,3,2021-04-01,procurement_travel,4600.0,semi_variable
639,3,2021-04-01,repairs,1657.63,fixed
640,3,2021-04-01,packaging_extra,838.12,variable
641,3,2021-04-01,advertising,666.77,variable
642,,2021-04-01,compliance,1200,fixed
643,,2021-04-01,kitchen_rent,15000,fixed
644,,2021-04-01,founder_drawings,20000,fixed
645,1,2021-05-01,staff,28800.0,semi_variable
646,1,2021-05-01,rent,10000,fixed
647,1,2021-05-01,utilities,5000.0,semi_variable
648,1,2021-05-01,gas_consumables,4000.0,semi_variable
649,1,2021-05-01,procurement_travel,6900.0,semi_variable
650,1,2021-05-01,repairs,1779.89,fixed
651,1,2021-05-01,packaging_extra,824.82,variable
652,1,2021-05-01,advertising,1909.67,variable
653,2,2021-05-01,staff,21600.0,semi_variable
654,2,2021-05-01,rent,15000,fixed
655,2,2021-05-01,utilities,5000.0,semi_variable
656,2,2021-05-01,gas_consumables,3000.0,semi_variable
657,2,2021-05-01,procurement_travel,4600.0,semi_variable
658,2,2021-05-01,repairs,1477.91,fixed
659,2,2021-05-01,packaging_extra,1275.61,variable
660,2,2021-05-01,advertising,1148.06,variable
661,3,2021-05-01,staff,18000.0,semi_variable
662,3,2021-05-01,rent,12000,fixed
663,3,2021-05-01,utilities,5000.0,semi_variable
664,3,2021-05-01,gas_consumables,3000.0,semi_variable
665,3,2021-05-01,procurement_travel,4600.0,semi_variable
666,3,2021-05-01,repairs,700.65,fixed
667,3,2021-05-01,packaging_extra,992.39,variable
668,3,2021-05-01,advertising,507.58,variable
669,,2021-05-01,compliance,1200,fixed
670,,2021-05-01,kitchen_rent,15000,fixed
671,,2021-05-01,founder_drawings,20000,fixed
672,1,2021-06-01,staff,28800.0,semi_variable
673,1,2021-06-01,rent,10000,fixed
674,1,2021-06-01,utilities,5000.0,semi_variable
675,1,2021-06-01,gas_consumables,4000.0,semi_variable
676,1,2021-06-01,procurement_travel,6900.0,semi_variable
677,1,2021-06-01,repairs,1144.72,fixed
678,1,2021-06-01,packaging_extra,1219.44,variable
679,1,2021-06-01,advertising,2259.75,variable
680,2,2021-06-01,staff,21600.0,semi_variable
681,2,2021-06-01,rent,15000,fixed
682,2,2021-06-01,utilities,5000.0,semi_variable
683,2,2021-06-01,gas_consumables,3000.0,semi_variable
684,2,2021-06-01,procurement_travel,4600.0,semi_variable
685,2,2021-06-01,repairs,474.96,fixed
686,2,2021-06-01,packaging_extra,788.38,variable
687,2,2021-06-01,advertising,1294.28,variable
688,3,2021-06-01,staff,18000.0,semi_variable
689,3,2021-06-01,rent,12000,fixed
690,3,2021-06-01,utilities,5000.0,semi_variable
691,3,2021-06-01,gas_consumables,3000.0,semi_variable
692,3,2021-06-01,procurement_travel,4600.0,semi_variable
693,3,2021-06-01,repairs,1394.86,fixed
694,3,2021-06-01,packaging_extra,702.83,variable
695,3,2021-06-01,advertising,651.61,variable
696,,2021-06-01,compliance,1200,fixed
697,,2021-06-01,kitchen_rent,15000,fixed
698,,2021-06-01,founder_drawings,20000,fixed
699,1,2021-07-01,staff,38000.0,semi_variable
700,1,2021-07-01,rent,10000,fixed
701,1,2021-07-01,utilities,5000.0,semi_variable
702,1,2021-07-01,gas_consumables,4000.0,semi_variable
703,1,2021-07-01,procurement_travel,6900.0,semi_variable
704,1,2021-07-01,repairs,561.67,fixed
705,1,2021-07-01,packaging_extra,885.04,variable
706,1,2021-07-01,advertising,8923.72,variable
707,2,2021-07-01,staff,28500.0,semi_variable
708,2,2021-07-01,rent,15000,fixed
709,2,2021-07-01,utilities,5000.0,semi_variable
710,2,2021-07-01,gas_consumables,3000.0,semi_variable
711,2,2021-07-01,procurement_travel,4600.0,semi_variable
712,2,2021-07-01,repairs,736.64,fixed
713,2,2021-07-01,packaging_extra,1243.68,variable
714,2,2021-07-01,advertising,5470.56,variable
715,3,2021-07-01,staff,23750.0,semi_variable
716,3,2021-07-01,rent,12000,fixed
717,3,2021-07-01,utilities,5000.0,semi_variable
718,3,2021-07-01,gas_consumables,3000.0,semi_variable
719,3,2021-07-01,procurement_travel,4600.0,semi_variable
720,3,2021-07-01,repairs,1713.46,fixed
721,3,2021-07-01,packaging_extra,802.19,variable
722,3,2021-07-01,advertising,2444.78,variable
723,,2021-07-01,compliance,1200,fixed
724,,2021-07-01,kitchen_rent,15000,fixed
725,,2021-07-01,founder_drawings,20000,fixed
726,1,2021-08-01,staff,38000.0,semi_variable
727,1,2021-08-01,rent,10000,fixed
728,1,2021-08-01,utilities,5000.0,semi_variable
729,1,2021-08-01,gas_consumables,4000.0,semi_variable
730,1,2021-08-01,procurement_travel,6900.0,semi_variable
731,1,2021-08-01,repairs,1951.9,fixed
732,1,2021-08-01,packaging_extra,743.2,variable
733,1,2021-08-01,advertising,10474.7,variable
734,2,2021-08-01,staff,28500.0,semi_variable
735,2,2021-08-01,rent,15000,fixed
736,2,2021-08-01,utilities,5000.0,semi_variable
737,2,2021-08-01,gas_consumables,3000.0,semi_variable
738,2,2021-08-01,procurement_travel,4600.0,semi_variable
739,2,2021-08-01,repairs,463.01,fixed
740,2,2021-08-01,packaging_extra,1235.11,variable
741,2,2021-08-01,advertising,6067.8,variable
742,3,2021-08-01,staff,23750.0,semi_variable
743,3,2021-08-01,rent,12000,fixed
744,3,2021-08-01,utilities,5000.0,semi_variable
745,3,2021-08-01,gas_consumables,3000.0,semi_variable
746,3,2021-08-01,procurement_travel,4600.0,semi_variable
747,3,2021-08-01,repairs,1653.47,fixed
748,3,2021-08-01,packaging_extra,1103.93,variable
749,3,2021-08-01,advertising,2852.89,variable
750,,2021-08-01,compliance,1200,fixed
751,,2021-08-01,kitchen_rent,15000,fixed
752,,2021-08-01,founder_drawings,20000,fixed
753,1,2021-09-01,staff,38000.0,semi_variable
754,1,2021-09-01,rent,10000,fixed
755,1,2021-09-01,utilities,5000.0,semi_variable
756,1,2021-09-01,gas_consumables,4000.0,semi_variable
757,1,2021-09-01,procurement_travel,6900.0,semi_variable
758,1,2021-09-01,repairs,1074.05,fixed
759,1,2021-09-01,packaging_extra,717.79,variable
760,1,2021-09-01,advertising,10205.87,variable
761,2,2021-09-01,staff,28500.0,semi_variable
762,2,2021-09-01,rent,15000,fixed
763,2,2021-09-01,utilities,5000.0,semi_variable
764,2,2021-09-01,gas_consumables,3000.0,semi_variable
765,2,2021-09-01,procurement_travel,4600.0,semi_variable
766,2,2021-09-01,repairs,364.81,fixed
767,2,2021-09-01,packaging_extra,969.45,variable
768,2,2021-09-01,advertising,6089.76,variable
769,3,2021-09-01,staff,23750.0,semi_variable
770,3,2021-09-01,rent,12000,fixed
771,3,2021-09-01,utilities,5000.0,semi_variable
772,3,2021-09-01,gas_consumables,3000.0,semi_variable
773,3,2021-09-01,procurement_travel,4600.0,semi_variable
774,3,2021-09-01,repairs,655.41,fixed
775,3,2021-09-01,packaging_extra,879.96,variable
776,3,2021-09-01,advertising,3154.54,variable
777,,2021-09-01,compliance,1200,fixed
778,,2021-09-01,kitchen_rent,15000,fixed
779,,2021-09-01,founder_drawings,20000,fixed
780,1,2021-10-01,staff,38000.0,semi_variable
781,1,2021-10-01,rent,10000,fixed
782,1,2021-10-01,utilities,5000.0,semi_variable
783,1,2021-10-01,gas_consumables,4000.0,semi_variable
784,1,2021-10-01,procurement_travel,6900.0,semi_variable
785,1,2021-10-01,repairs,1533.47,fixed
786,1,2021-10-01,packaging_extra,891.3,variable
787,1,2021-10-01,advertising,11654.3,variable
788,2,2021-10-01,staff,28500.0,semi_variable
789,2,2021-10-01,rent,15000,fixed
790,2,2021-10-01,utilities,5000.0,semi_variable
791,2,2021-10-01,gas_consumables,3000.0,semi_variable
792,2,2021-10-01,procurement_travel,4600.0,semi_variable
793,2,2021-10-01,repairs,1073.61,fixed
794,2,2021-10-01,packaging_extra,1268.24,variable
795,2,2021-10-01,advertising,6757.42,variable
796,3,2021-10-01,staff,23750.0,semi_variable
797,3,2021-10-01,rent,12000,fixed
798,3,2021-10-01,utilities,5000.0,semi_variable
799,3,2021-10-01,gas_consumables,3000.0,semi_variable
800,3,2021-10-01,procurement_travel,4600.0,semi_variable
801,3,2021-10-01,repairs,768.88,fixed
802,3,2021-10-01,packaging_extra,1062.92,variable
803,3,2021-10-01,advertising,3705.44,variable
804,,2021-10-01,compliance,1200,fixed
805,,2021-10-01,kitchen_rent,15000,fixed
806,,2021-10-01,founder_drawings,20000,fixed
807,1,2021-11-01,staff,38000.0,semi_variable
808,1,2021-11-01,rent,10000,fixed
809,1,2021-11-01,utilities,5000.0,semi_variable
810,1,2021-11-01,gas_consumables,4000.0,semi_variable
811,1,2021-11-01,procurement_travel,6900.0,semi_variable
812,1,2021-11-01,repairs,1557.35,fixed
813,1,2021-11-01,packaging_extra,937.78,variable
814,1,2021-11-01,advertising,11529.57,variable
815,2,2021-11-01,staff,28500.0,semi_variable
816,2,2021-11-01,rent,15000,fixed
817,2,2021-11-01,utilities,5000.0,semi_variable
818,2,2021-11-01,gas_consumables,3000.0,semi_variable
819,2,2021-11-01,procurement_travel,4600.0,semi_variable
820,2,2021-11-01,repairs,404.5,fixed
821,2,2021-11-01,packaging_extra,1012.05,variable
822,2,2021-11-01,advertising,6476.89,variable
823,3,2021-11-01,staff,23750.0,semi_variable
824,3,2021-11-01,rent,12000,fixed
825,3,2021-11-01,utilities,5000.0,semi_variable
826,3,2021-11-01,gas_consumables,3000.0,semi_variable
827,3,2021-11-01,procurement_travel,4600.0,semi_variable
828,3,2021-11-01,repairs,1311.69,fixed
829,3,2021-11-01,packaging_extra,1018.14,variable
830,3,2021-11-01,advertising,3780.62,variable
831,,2021-11-01,compliance,1200,fixed
832,,2021-11-01,kitchen_rent,15000,fixed
833,,2021-11-01,founder_drawings,20000,fixed
834,1,2021-12-01,staff,38000.0,semi_variable
835,1,2021-12-01,rent,10000,fixed
836,1,2021-12-01,utilities,5000.0,semi_variable
837,1,2021-12-01,gas_consumables,4000.0,semi_variable
838,1,2021-12-01,procurement_travel,6900.0,semi_variable
839,1,2021-12-01,repairs,811.75,fixed
840,1,2021-12-01,packaging_extra,1190.16,variable
841,1,2021-12-01,advertising,11430.29,variable
842,2,2021-12-01,staff,28500.0,semi_variable
843,2,2021-12-01,rent,15000,fixed
844,2,2021-12-01,utilities,5000.0,semi_variable
845,2,2021-12-01,gas_consumables,3000.0,semi_variable
846,2,2021-12-01,procurement_travel,4600.0,semi_variable
847,2,2021-12-01,repairs,323.76,fixed
848,2,2021-12-01,packaging_extra,749.98,variable
849,2,2021-12-01,advertising,6443.49,variable
850,3,2021-12-01,staff,23750.0,semi_variable
851,3,2021-12-01,rent,12000,fixed
852,3,2021-12-01,utilities,5000.0,semi_variable
853,3,2021-12-01,gas_consumables,3000.0,semi_variable
854,3,2021-12-01,procurement_travel,4600.0,semi_variable
855,3,2021-12-01,repairs,1377.09,fixed
856,3,2021-12-01,packaging_extra,992.53,variable
857,3,2021-12-01,advertising,3878.18,variable
858,,2021-12-01,compliance,1200,fixed
859,,2021-12-01,kitchen_rent,15000,fixed
860,,2021-12-01,founder_drawings,20000,fixed
861,1,2022-01-01,staff,38000.0,semi_variable
862,1,2022-01-01,rent,10000,fixed
863,1,2022-01-01,utilities,5000.0,semi_variable
864,1,2022-01-01,gas_consumables,4000.0,semi_variable
865,1,2022-01-01,procurement_travel,6900.0,semi_variable
866,1,2022-01-01,repairs,1343.48,fixed
867,1,2022-01-01,packaging_extra,1280.6,variable
868,1,2022-01-01,advertising,11840.8,variable
869,2,2022-01-01,staff,28500.0,semi_variable
870,2,2022-01-01,rent,15000,fixed
871,2,2022-01-01,utilities,5000.0,semi_variable
872,2,2022-01-01,gas_consumables,3000.0,semi_variable
873,2,2022-01-01,procurement_travel,4600.0,semi_variable
874,2,2022-01-01,repairs,859.98,fixed
875,2,2022-01-01,packaging_extra,748.41,variable
876,2,2022-01-01,advertising,6481.85,variable
877,3,2022-01-01,staff,23750.0,semi_variable
878,3,2022-01-01,rent,12000,fixed
879,3,2022-01-01,utilities,5000.0,semi_variable
880,3,2022-01-01,gas_consumables,3000.0,semi_variable
881,3,2022-01-01,procurement_travel,4600.0,semi_variable
882,3,2022-01-01,repairs,1275.31,fixed
883,3,2022-01-01,packaging_extra,757.12,variable
884,3,2022-01-01,advertising,4158.64,variable
885,,2022-01-01,compliance,1200,fixed
886,,2022-01-01,kitchen_rent,15000,fixed
887,,2022-01-01,founder_drawings,20000,fixed
888,1,2022-02-01,staff,38000.0,semi_variable
889,1,2022-02-01,rent,10000,fixed
890,1,2022-02-01,utilities,5000.0,semi_variable
891,1,2022-02-01,gas_consumables,4000.0,semi_variable
892,1,2022-02-01,procurement_travel,6900.0,semi_variable
893,1,2022-02-01,repairs,1114.53,fixed
894,1,2022-02-01,packaging_extra,966.07,variable
895,1,2022-02-01,advertising,10307.68,variable
896,2,2022-02-01,staff,28500.0,semi_variable
897,2,2022-02-01,rent,15000,fixed
898,2,2022-02-01,utilities,5000.0,semi_variable
899,2,2022-02-01,gas_consumables,3000.0,semi_variable
900,2,2022-02-01,procurement_travel,4600.0,semi_variable
901,2,2022-02-01,repairs,869.05,fixed
902,2,2022-02-01,packaging_extra,1242.49,variable
903,2,2022-02-01,advertising,6038.0,variable
904,3,2022-02-01,staff,23750.0,semi_variable
905,3,2022-02-01,rent,12000,fixed
906,3,2022-02-01,utilities,5000.0,semi_variable
907,3,2022-02-01,gas_consumables,3000.0,semi_variable
908,3,2022-02-01,procurement_travel,4600.0,semi_variable
909,3,2022-02-01,repairs,1273.44,fixed
910,3,2022-02-01,packaging_extra,897.18,variable
911,3,2022-02-01,advertising,3608.31,variable
912,,2022-02-01,compliance,1200,fixed
913,,2022-02-01,kitchen_rent,15000,fixed
914,,2022-02-01,founder_drawings,20000,fixed
915,1,2022-03-01,staff,38000.0,semi_variable
916,1,2022-03-01,rent,10000,fixed
917,1,2022-03-01,utilities,5000.0,semi_variable
918,1,2022-03-01,gas_consumables,4000.0,semi_variable
919,1,2022-03-01,procurement_travel,6900.0,semi_variable
920,1,2022-03-01,repairs,1649.68,fixed
921,1,2022-03-01,packaging_extra,925.76,variable
922,1,2022-03-01,advertising,10517.59,variable
923,2,2022-03-01,staff,28500.0,semi_variable
924,2,2022-03-01,rent,15000,fixed
925,2,2022-03-01,utilities,5000.0,semi_variable
926,2,2022-03-01,gas_consumables,3000.0,semi_variable
927,2,2022-03-01,procurement_travel,4600.0,semi_variable
928,2,2022-03-01,repairs,401.98,fixed
929,2,2022-03-01,packaging_extra,1284.49,variable
930,2,2022-03-01,advertising,6327.25,variable
931,3,2022-03-01,staff,23750.0,semi_variable
932,3,2022-03-01,rent,12000,fixed
933,3,2022-03-01,utilities,5000.0,semi_variable
934,3,2022-03-01,gas_consumables,3000.0,semi_variable
935,3,2022-03-01,procurement_travel,4600.0,semi_variable
936,3,2022-03-01,repairs,1221.54,fixed
937,3,2022-03-01,packaging_extra,786.95,variable
938,3,2022-03-01,advertising,3711.11,variable
939,,2022-03-01,compliance,1200,fixed
940,,2022-03-01,kitchen_rent,15000,fixed
941,,2022-03-01,founder_drawings,20000,fixed
942,1,2022-04-01,staff,38000.0,semi_variable
943,1,2022-04-01,rent,10000,fixed
944,1,2022-04-01,utilities,5000.0,semi_variable
945,1,2022-04-01,gas_consumables,4000.0,semi_variable
946,1,2022-04-01,procurement_travel,6900.0,semi_variable
947,1,2022-04-01,repairs,2012.33,fixed
948,1,2022-04-01,packaging_extra,1178.49,variable
949,1,2022-04-01,advertising,10364.02,variable
950,2,2022-04-01,staff,28500.0,semi_variable
951,2,2022-04-01,rent,15000,fixed
952,2,2022-04-01,utilities,5000.0,semi_variable
953,2,2022-04-01,gas_consumables,3000.0,semi_variable
954,2,2022-04-01,procurement_travel,4600.0,semi_variable
955,2,2022-04-01,repairs,881.5,fixed
956,2,2022-04-01,packaging_extra,1123.64,variable
957,2,2022-04-01,advertising,6303.53,variable
958,3,2022-04-01,staff,23750.0,semi_variable
959,3,2022-04-01,rent,12000,fixed
960,3,2022-04-01,utilities,5000.0,semi_variable
961,3,2022-04-01,gas_consumables,3000.0,semi_variable
962,3,2022-04-01,procurement_travel,4600.0,semi_variable
963,3,2022-04-01,repairs,1188.53,fixed
964,3,2022-04-01,packaging_extra,1127.05,variable
965,3,2022-04-01,advertising,3469.54,variable
966,,2022-04-01,compliance,1200,fixed
967,,2022-04-01,kitchen_rent,15000,fixed
968,,2022-04-01,founder_drawings,20000,fixed
969,1,2022-05-01,staff,38000.0,semi_variable
970,1,2022-05-01,rent,10000,fixed
971,1,2022-05-01,utilities,5000.0,semi_variable
972,1,2022-05-01,gas_consumables,4000.0,semi_variable
973,1,2022-05-01,procurement_travel,6900.0,semi_variable
974,1,2022-05-01,repairs,723.34,fixed
975,1,2022-05-01,packaging_extra,764.38,variable
976,1,2022-05-01,advertising,10258.55,variable
977,2,2022-05-01,staff,28500.0,semi_variable
978,2,2022-05-01,rent,15000,fixed
979,2,2022-05-01,utilities,5000.0,semi_variable
980,2,2022-05-01,gas_consumables,3000.0,semi_variable
981,2,2022-05-01,procurement_travel,4600.0,semi_variable
982,2,2022-05-01,repairs,371.02,fixed
983,2,2022-05-01,packaging_extra,805.26,variable
984,2,2022-05-01,advertising,5912.24,variable
985,,2022-05-01,compliance,1200,fixed
986,,2022-05-01,kitchen_rent,15000,fixed
987,,2022-05-01,founder_drawings,20000,fixed
988,1,2022-06-01,staff,38000.0,semi_variable
989,1,2022-06-01,rent,10000,fixed
990,1,2022-06-01,utilities,5000.0,semi_variable
991,1,2022-06-01,gas_consumables,4000.0,semi_variable
992,1,2022-06-01,procurement_travel,6900.0,semi_variable
993,1,2022-06-01,repairs,2149.2,fixed
994,1,2022-06-01,packaging_extra,1188.64,variable
995,1,2022-06-01,advertising,9202.08,variable
996,2,2022-06-01,staff,28500.0,semi_variable
997,2,2022-06-01,rent,15000,fixed
998,2,2022-06-01,utilities,5000.0,semi_variable
999,2,2022-06-01,gas_consumables,3000.0,semi_variable
1000,2,2022-06-01,procurement_travel,4600.0,semi_variable
1001,2,2022-06-01,repairs,1291.05,fixed
1002,2,2022-06-01,packaging_extra,1129.46,variable
1003,2,2022-06-01,advertising,5682.46,variable
1004,,2022-06-01,compliance,1200,fixed
1005,,2022-06-01,kitchen_rent,15000,fixed
1006,,2022-06-01,founder_drawings,20000,fixed
1007,1,2022-07-01,staff,35200.0,semi_variable
1008,1,2022-07-01,rent,10000,fixed
1009,1,2022-07-01,utilities,5000.0,semi_variable
1010,1,2022-07-01,gas_consumables,4000.0,semi_variable
1011,1,2022-07-01,procurement_travel,6900.0,semi_variable
1012,1,2022-07-01,repairs,485.79,fixed
1013,1,2022-07-01,packaging_extra,1284.36,variable
1014,1,2022-07-01,advertising,9988.94,variable
1015,2,2022-07-01,staff,26400.0,semi_variable
1016,2,2022-07-01,rent,15000,fixed
1017,2,2022-07-01,utilities,5000.0,semi_variable
1018,2,2022-07-01,gas_consumables,3000.0,semi_variable
1019,2,2022-07-01,procurement_travel,4600.0,semi_variable
1020,2,2022-07-01,repairs,408.82,fixed
1021,2,2022-07-01,packaging_extra,770.93,variable
1022,2,2022-07-01,advertising,6050.56,variable
1023,,2022-07-01,compliance,1200,fixed
1024,,2022-07-01,kitchen_rent,15000,fixed
1025,,2022-07-01,founder_drawings,20000,fixed
1026,1,2022-08-01,staff,35200.0,semi_variable
1027,1,2022-08-01,rent,10000,fixed
1028,1,2022-08-01,utilities,5000.0,semi_variable
1029,1,2022-08-01,gas_consumables,4000.0,semi_variable
1030,1,2022-08-01,procurement_travel,6900.0,semi_variable
1031,1,2022-08-01,repairs,1140.67,fixed
1032,1,2022-08-01,packaging_extra,954.03,variable
1033,1,2022-08-01,advertising,9678.47,variable
1034,2,2022-08-01,staff,26400.0,semi_variable
1035,2,2022-08-01,rent,15000,fixed
1036,2,2022-08-01,utilities,5000.0,semi_variable
1037,2,2022-08-01,gas_consumables,3000.0,semi_variable
1038,2,2022-08-01,procurement_travel,4600.0,semi_variable
1039,2,2022-08-01,repairs,1541.5,fixed
1040,2,2022-08-01,packaging_extra,778.68,variable
1041,2,2022-08-01,advertising,5651.16,variable
1042,,2022-08-01,compliance,1200,fixed
1043,,2022-08-01,kitchen_rent,15000,fixed
1044,,2022-08-01,founder_drawings,20000,fixed
1045,1,2022-09-01,staff,35200.0,semi_variable
1046,1,2022-09-01,rent,10000,fixed
1047,1,2022-09-01,utilities,5000.0,semi_variable
1048,1,2022-09-01,gas_consumables,4000.0,semi_variable
1049,1,2022-09-01,procurement_travel,6900.0,semi_variable
1050,1,2022-09-01,repairs,1708.74,fixed
1051,1,2022-09-01,packaging_extra,708.53,variable
1052,1,2022-09-01,advertising,9167.9,variable
1053,2,2022-09-01,staff,26400.0,semi_variable
1054,2,2022-09-01,rent,15000,fixed
1055,2,2022-09-01,utilities,5000.0,semi_variable
1056,2,2022-09-01,gas_consumables,3000.0,semi_variable
1057,2,2022-09-01,procurement_travel,4600.0,semi_variable
1058,2,2022-09-01,repairs,1629.53,fixed
1059,2,2022-09-01,packaging_extra,785.97,variable
1060,2,2022-09-01,advertising,5125.79,variable
1061,,2022-09-01,compliance,1200,fixed
1062,,2022-09-01,kitchen_rent,15000,fixed
1063,,2022-09-01,founder_drawings,20000,fixed
1064,1,2022-10-01,staff,35200.0,semi_variable
1065,1,2022-10-01,rent,10000,fixed
1066,1,2022-10-01,utilities,5000.0,semi_variable
1067,1,2022-10-01,gas_consumables,4000.0,semi_variable
1068,1,2022-10-01,procurement_travel,6900.0,semi_variable
1069,1,2022-10-01,repairs,609.1,fixed
1070,1,2022-10-01,packaging_extra,840.93,variable
1071,1,2022-10-01,advertising,9881.26,variable
1072,2,2022-10-01,staff,26400.0,semi_variable
1073,2,2022-10-01,rent,15000,fixed
1074,2,2022-10-01,utilities,5000.0,semi_variable
1075,2,2022-10-01,gas_consumables,3000.0,semi_variable
1076,2,2022-10-01,procurement_travel,4600.0,semi_variable
1077,2,2022-10-01,repairs,497.84,fixed
1078,2,2022-10-01,packaging_extra,1253.3,variable
1079,2,2022-10-01,advertising,5501.71,variable
1080,,2022-10-01,compliance,1200,fixed
1081,,2022-10-01,kitchen_rent,15000,fixed
1082,,2022-10-01,founder_drawings,20000,fixed
1083,1,2022-11-01,staff,35200.0,semi_variable
1084,1,2022-11-01,rent,10000,fixed
1085,1,2022-11-01,utilities,5000.0,semi_variable
1086,1,2022-11-01,gas_consumables,4000.0,semi_variable
1087,1,2022-11-01,procurement_travel,6900.0,semi_variable
1088,1,2022-11-01,repairs,510.22,fixed
1089,1,2022-11-01,packaging_extra,923.34,variable
1090,1,2022-11-01,advertising,8220.41,variable
1091,2,2022-11-01,staff,26400.0,semi_variable
1092,2,2022-11-01,rent,15000,fixed
1093,2,2022-11-01,utilities,5000.0,semi_variable
1094,2,2022-11-01,gas_consumables,3000.0,semi_variable
1095,2,2022-11-01,procurement_travel,4600.0,semi_variable
1096,2,2022-11-01,repairs,1528.17,fixed
1097,2,2022-11-01,packaging_extra,1117.23,variable
1098,2,2022-11-01,advertising,5017.24,variable
1099,,2022-11-01,compliance,1200,fixed
1100,,2022-11-01,kitchen_rent,15000,fixed
1101,,2022-11-01,founder_drawings,20000,fixed
