customer_id,platform_id,platform_customer_ref,first_order_date,delivery_area
5259,2,P2-005259,2019-01-26,karapakkam
5260,1,P1-005260,2019-01-26,sholinganallur
5261,2,P2-005261,2019-01-26,navalur
5262,2,P2-005262,2019-01-26,Kandanchavadi 
5263,2,P2-005263,2019-01-26,thoraipakkam
5264,1,P1-005264,2019-01-26,Kandanchavadi 
5265,2,P2-005265,2019-01-26,Velachery
5266,2,P2-005266,2019-01-26,Thoraipakkam OMR
5267,1,P1-005267,2019-01-26,Thoraipakam
5268,1,P1-005268,2019-01-26,Velacherry
5269,1,P1-005269,2019-01-26,perungudi
5270,4,P4-005270,2019-01-26,Karapakkam
5271,4,P4-005271,2019-01-26,Navalur
5272,1,P1-005272,2019-01-26,Perungudi
5273,3,P3-005273,2019-01-26,Kandanchavadi 
5274,3,P3-005274,2019-01-26,velachery
5275,3,P3-005275,2019-01-26,Thiruvanmiyur
5276,1,P1-005276,2019-01-26,navalur
5277,1,P1-005277,2019-01-26,Thoraipakam
5278,3,P3-005278,2019-01-26,Adyar
5279,2,P2-005279,2019-01-26,thoraipakkam
5280,3,P3-005280,2019-01-27,sholinganallur
5281,1,P1-005281,2019-01-27,Perumgudi
5282,1,P1-005282,2019-01-27,Navalur
5283,3,P3-005283,2019-01-27,Perungudi
5284,3,P3-005284,2019-01-27,Thoraipakam
5285,1,P1-005285,2019-01-27,taramani
5286,2,P2-005286,2019-01-27,Perungudi.
5287,2,P2-005287,2019-01-27,karapakkam
5288,1,P1-005288,2019-01-27,Perumgudi
5289,3,P3-005289,2019-01-27,velachery
5290,1,P1-005290,2019-01-27,Karapakkam
5291,1,P1-005291,2019-01-27,Karapakkam
5292,3,P3-005292,2019-01-27,Siruseri
5293,2,P2-005293,2019-01-27,Perungudi.
5294,1,P1-005294,2019-01-27,Navalur
5295,1,P1-005295,2019-01-27,Kandanchavadi
5296,2,P2-005296,2019-01-27,velachery
5297,1,P1-005297,2019-01-27,Perumgudi
5298,4,P4-005298,2019-01-27,Perungudi.
5299,4,P4-005299,2019-01-27,Sholinganallur
5300,3,P3-005300,2019-01-27,Thoraipakkam
5301,1,P1-005301,2019-01-27,karapakkam
5302,3,P3-005302,2019-01-27,kandanchavadi
5303,3,P3-005303,2019-01-27,Adyar
5304,3,P3-005304,2019-01-27,Sholinganallur
5305,1,P1-005305,2019-01-27,Perungalathur
5306,4,P4-005306,2019-01-27,Perungudi
5307,2,P2-005307,2019-01-27,Thiruvanmiyur
5308,3,P3-005308,2019-01-27,Perungudi
5309,2,P2-005309,2019-01-27,Karapakkam
5310,2,P2-005310,2019-01-27,Adyar
5311,4,P4-005311,2019-01-27,Thiruvanmiyur
5312,2,P2-005312,2019-01-27,Sholinganalur
5313,2,P2-005313,2019-01-27,Thoraipakkam OMR
5314,4,P4-005314,2019-01-27,Perungudi
5315,2,P2-005315,2019-01-27,karapakkam
5316,3,P3-005316,2019-01-27,thiruvanmiyur
5317,3,P3-005317,2019-01-27,Kandanchavadi
5318,2,P2-005318,2019-01-27,Perungudi.
5319,2,P2-005319,2019-01-27,Thoraipakam
5320,3,P3-005320,2019-01-27,perungudi
5321,2,P2-005321,2019-01-27,navalur
5322,2,P2-005322,2019-01-28,Thoraipakam
5323,4,P4-005323,2019-01-28,thiruvanmiyur
5324,3,P3-005324,2019-01-28,sholinganallur
5325,1,P1-005325,2019-01-28,Perumgudi
5326,1,P1-005326,2019-01-28,thoraipakkam
5327,1,P1-005327,2019-01-28,thiruvanmiyur
5328,2,P2-005328,2019-01-28,navalur
5329,1,P1-005329,2019-01-28,Kandanchavadi 
5330,1,P1-005330,2019-01-28,Sholinganallur
5331,3,P3-005331,2019-01-29,Perungudi.
5332,1,P1-005332,2019-01-29,Sholinganallur
5333,2,P2-005333,2019-01-29,Kandanchawadi
5334,3,P3-005334,2019-01-29,Kandanchavadi 
5335,2,P2-005335,2019-01-29,Perungudi
5336,1,P1-005336,2019-01-29,Madhavaram
5337,1,P1-005337,2019-01-29,Perumgudi
5338,2,P2-005338,2019-01-29,velachery
5339,3,P3-005339,2019-01-29,Kandanchavadi
5340,4,P4-005340,2019-01-29,Siruseri
5341,2,P2-005341,2019-01-29,Perungalathur
5342,3,P3-005342,2019-01-29,Velachery
5343,1,P1-005343,2019-01-29,Velacherry
5344,2,P2-005344,2019-01-29,Madhavaram
5345,3,P3-005345,2019-01-29,sholinganallur
5346,1,P1-005346,2019-01-29,kandanchavadi
5347,4,P4-005347,2019-01-29,Thoraipakkam OMR
5348,1,P1-005348,2019-01-29,Velacherry
5349,2,P2-005349,2019-01-30,Madhavaram
5350,2,P2-005350,2019-01-30,navalur
5351,1,P1-005351,2019-01-30,kandanchavadi
5352,2,P2-005352,2019-01-30,velachery
5353,3,P3-005353,2019-01-30,Kandanchawadi
5354,3,P3-005354,2019-01-30,Perungalathur
5355,1,P1-005355,2019-01-30,Velacherry
5356,2,P2-005356,2019-01-30,Madhavaram
5357,1,P1-005357,2019-01-30,thoraipakkam
5358,1,P1-005358,2019-01-30,velachery
5359,3,P3-005359,2019-01-30,taramani
5360,2,P2-005360,2019-01-30,karapakkam
5361,2,P2-005361,2019-01-30,Siruseri
5362,3,P3-005362,2019-01-30,Velachery
5363,1,P1-005363,2019-01-30,Thoraipakkam OMR
5364,2,P2-005364,2019-01-30,Perumgudi
5365,1,P1-005365,2019-01-30,kandanchavadi
5366,1,P1-005366,2019-01-30,thoraipakkam
5367,2,P2-005367,2019-01-30,velachery
5368,1,P1-005368,2019-01-30,Siruseri
5369,3,P3-005369,2019-01-31,Kandanchavadi 
5370,1,P1-005370,2019-01-31,Kandanchawadi
5371,1,P1-005371,2019-01-31,Velachery
5372,4,P4-005372,2019-01-31,navalur
5373,2,P2-005373,2019-01-31,Perungudi
5374,2,P2-005374,2019-01-31,Velachery
5375,2,P2-005375,2019-01-31,karapakkam
5376,1,P1-005376,2019-01-31,perungudi
5377,2,P2-005377,2019-01-31,Sholinganalur
5378,1,P1-005378,2019-01-31,sholinganallur
5379,3,P3-005379,2019-01-31,velachery
5380,1,P1-005380,2019-01-31,Thoraipakkam
5381,1,P1-005381,2019-02-01,velachery
5382,1,P1-005382,2019-02-01,Velachery
5383,1,P1-005383,2019-02-01,Perumgudi
5384,1,P1-005384,2019-02-01,Thoraipakkam
5385,1,P1-005385,2019-02-01,Karapakkam
5386,3,P3-005386,2019-02-01,Perungudi.
5387,2,P2-005387,2019-02-01,karapakkam
5388,4,P4-005388,2019-02-01,taramani
5389,1,P1-005389,2019-02-01,navalur
5390,1,P1-005390,2019-02-01,navalur
5391,4,P4-005391,2019-02-01,Thoraipakkam
5392,2,P2-005392,2019-02-01,thoraipakkam
5393,1,P1-005393,2019-02-01,Thoraipakkam OMR
5394,4,P4-005394,2019-02-01,Perungudi.
5395,2,P2-005395,2019-02-01,Thiruvanmiyur
5396,2,P2-005396,2019-02-01,Sholinganalur
5397,2,P2-005397,2019-02-01,Perungudi
5398,2,P2-005398,2019-02-02,kandanchavadi
5399,1,P1-005399,2019-02-02,navalur
5400,3,P3-005400,2019-02-02,Adyar
5401,3,P3-005401,2019-02-02,Perungudi.
5402,4,P4-005402,2019-02-02,Velacherry
5403,2,P2-005403,2019-02-02,Perungudi
5404,1,P1-005404,2019-02-02,Perumgudi
5405,4,P4-005405,2019-02-02,Perungalathur
5406,4,P4-005406,2019-02-02,Adyar
5407,2,P2-005407,2019-02-02,Sholinganalur
5408,2,P2-005408,2019-02-02,Thoraipakkam OMR
5409,4,P4-005409,2019-02-02,kandanchavadi
5410,1,P1-005410,2019-02-02,Thoraipakkam OMR
5411,1,P1-005411,2019-02-02,navalur
5412,2,P2-005412,2019-02-02,thoraipakkam
5413,3,P3-005413,2019-02-02,kandanchavadi
5414,1,P1-005414,2019-02-02,Taramani
5415,3,P3-005415,2019-02-02,Navalur
5416,1,P1-005416,2019-02-02,thiruvanmiyur
5417,4,P4-005417,2019-02-02,Perungalathur
5418,1,P1-005418,2019-02-02,Kandanchavadi 
5419,2,P2-005419,2019-02-02,Navalur
5420,2,P2-005420,2019-02-02,Karapakkam
5421,1,P1-005421,2019-02-02,thoraipakkam
5422,2,P2-005422,2019-02-02,Thiruvanmiyur
5423,1,P1-005423,2019-02-02,Kandanchavadi
5424,2,P2-005424,2019-02-02,Siruseri
5425,4,P4-005425,2019-02-02,Thiruvanmiyur
5426,1,P1-005426,2019-02-03,Madhavaram
5427,4,P4-005427,2019-02-03,Perumgudi
5428,3,P3-005428,2019-02-03,Madhavaram
5429,4,P4-005429,2019-02-03,Perumgudi
5430,2,P2-005430,2019-02-03,Navalur
5431,3,P3-005431,2019-02-03,Perungudi
5432,1,P1-005432,2019-02-03,kandanchavadi
5433,1,P1-005433,2019-02-03,Kandanchavadi
5434,1,P1-005434,2019-02-03,Velacherry
5435,4,P4-005435,2019-02-03,Taramani
5436,2,P2-005436,2019-02-03,Navalur
5437,3,P3-005437,2019-02-03,Kandanchavadi
5438,3,P3-005438,2019-02-03,Perungalathur
5439,4,P4-005439,2019-02-03,Sholinganallur
5440,2,P2-005440,2019-02-03,Thoraipakam
5441,1,P1-005441,2019-02-03,Perungalathur
5442,2,P2-005442,2019-02-03,Velachery
5443,4,P4-005443,2019-02-03,Perumgudi
5444,2,P2-005444,2019-02-03,Karapakkam
5445,2,P2-005445,2019-02-03,velachery
5446,1,P1-005446,2019-02-03,navalur
5447,1,P1-005447,2019-02-03,karapakkam
5448,2,P2-005448,2019-02-03,Sholinganallur
5449,3,P3-005449,2019-02-03,Navalur
5450,1,P1-005450,2019-02-03,Sholinganallur
5451,3,P3-005451,2019-02-03,Siruseri
5452,4,P4-005452,2019-02-03,Karapakkam
5453,4,P4-005453,2019-02-03,Velacherry
5454,2,P2-005454,2019-02-03,Sholinganallur
5455,1,P1-005455,2019-02-03,taramani
5456,4,P4-005456,2019-02-03,Thoraipakkam OMR
5457,3,P3-005457,2019-02-03,Velachery
5458,1,P1-005458,2019-02-03,Adyar
5459,3,P3-005459,2019-02-03,Sholinganallur
5460,3,P3-005460,2019-02-03,Sholinganalur
5461,2,P2-005461,2019-02-03,Sholinganalur
5462,1,P1-005462,2019-02-03,navalur
5463,2,P2-005463,2019-02-03,Thoraipakam
5464,3,P3-005464,2019-02-03,taramani
5465,1,P1-005465,2019-02-03,Karapakkam
5466,4,P4-005466,2019-02-03,thiruvanmiyur
5467,1,P1-005467,2019-02-03,Velachery
5468,2,P2-005468,2019-02-04,perungudi
5469,2,P2-005469,2019-02-04,Thiruvanmiyur
5470,1,P1-005470,2019-02-04,Perungalathur
5471,2,P2-005471,2019-02-04,Sholinganallur
5472,3,P3-005472,2019-02-04,kandanchavadi
5473,1,P1-005473,2019-02-04,Madhavaram
5474,2,P2-005474,2019-02-04,sholinganallur
5475,3,P3-005475,2019-02-04,Velacherry
5476,2,P2-005476,2019-02-04,Perungalathur
5477,1,P1-005477,2019-02-04,Navalur
5478,4,P4-005478,2019-02-04,thiruvanmiyur
5479,4,P4-005479,2019-02-04,Kandanchawadi
5480,2,P2-005480,2019-02-04,Navalur
5481,2,P2-005481,2019-02-04,Sholinganalur
5482,2,P2-005482,2019-02-04,perungudi
5483,2,P2-005483,2019-02-04,Navalur
5484,3,P3-005484,2019-02-04,Siruseri
5485,1,P1-005485,2019-02-04,karapakkam
5486,2,P2-005486,2019-02-05,Thiruvanmiyur
5487,4,P4-005487,2019-02-05,Velacherry
5488,2,P2-005488,2019-02-05,kandanchavadi
5489,3,P3-005489,2019-02-05,karapakkam
5490,3,P3-005490,2019-02-05,navalur
5491,1,P1-005491,2019-02-05,kandanchavadi
5492,2,P2-005492,2019-02-05,thiruvanmiyur
5493,3,P3-005493,2019-02-05,Taramani
5494,3,P3-005494,2019-02-05,Taramani
5495,1,P1-005495,2019-02-05,Karapakkam
5496,2,P2-005496,2019-02-05,Perungudi
5497,3,P3-005497,2019-02-05,Perungudi.
5498,2,P2-005498,2019-02-05,thiruvanmiyur
5499,1,P1-005499,2019-02-05,Thoraipakkam
5500,4,P4-005500,2019-02-05,Perungalathur
5501,3,P3-005501,2019-02-05,thoraipakkam
5502,3,P3-005502,2019-02-06,Perungudi
5503,3,P3-005503,2019-02-06,Adyar
5504,2,P2-005504,2019-02-06,sholinganallur
5505,3,P3-005505,2019-02-06,Taramani
5506,2,P2-005506,2019-02-06,velachery
5507,3,P3-005507,2019-02-06,Kandanchavadi
5508,2,P2-005508,2019-02-06,Perumgudi
5509,1,P1-005509,2019-02-06,Perungalathur
5510,1,P1-005510,2019-02-06,navalur
5511,1,P1-005511,2019-02-06,Kandanchawadi
5512,1,P1-005512,2019-02-06,Thoraipakam
5513,3,P3-005513,2019-02-06,navalur
5514,1,P1-005514,2019-02-06,Taramani
5515,2,P2-005515,2019-02-06,navalur
5516,4,P4-005516,2019-02-06,Thoraipakkam OMR
5517,4,P4-005517,2019-02-07,Kandanchavadi
5518,3,P3-005518,2019-02-07,sholinganallur
5519,1,P1-005519,2019-02-07,Perungudi
5520,1,P1-005520,2019-02-07,Sholinganalur
5521,3,P3-005521,2019-02-07,Siruseri
5522,2,P2-005522,2019-02-07,Madhavaram
5523,2,P2-005523,2019-02-07,Thoraipakam
5524,3,P3-005524,2019-02-07,Thoraipakkam
5525,2,P2-005525,2019-02-07,navalur
5526,1,P1-005526,2019-02-07,Sholinganalur
5527,1,P1-005527,2019-02-07,Velacherry
5528,2,P2-005528,2019-02-07,Kandanchavadi 
5529,1,P1-005529,2019-02-08,Kandanchawadi
5530,1,P1-005530,2019-02-08,Perungalathur
5531,3,P3-005531,2019-02-08,Navalur
5532,2,P2-005532,2019-02-08,Sholinganalur
5533,3,P3-005533,2019-02-08,Navalur
5534,1,P1-005534,2019-02-08,navalur
5535,2,P2-005535,2019-02-08,Siruseri
5536,4,P4-005536,2019-02-08,Perungudi.
5537,1,P1-005537,2019-02-08,Perumgudi
5538,2,P2-005538,2019-02-08,Taramani
5539,1,P1-005539,2019-02-08,Perungalathur
5540,1,P1-005540,2019-02-08,Kandanchawadi
5541,1,P1-005541,2019-02-08,Karapakkam
5542,1,P1-005542,2019-02-08,Sholinganalur
5543,1,P1-005543,2019-02-08,Taramani
5544,1,P1-005544,2019-02-08,Perungudi
5545,2,P2-005545,2019-02-08,karapakkam
5546,1,P1-005546,2019-02-08,Velacherry
5547,1,P1-005547,2019-02-08,karapakkam
5548,1,P1-005548,2019-02-08,navalur
5549,3,P3-005549,2019-02-08,navalur
5550,1,P1-005550,2019-02-09,Thiruvanmiyur
5551,2,P2-005551,2019-02-09,Sholinganallur
5552,2,P2-005552,2019-02-09,taramani
5553,1,P1-005553,2019-02-09,Kandanchavadi 
5554,4,P4-005554,2019-02-09,thiruvanmiyur
5555,1,P1-005555,2019-02-09,Karapakkam
5556,3,P3-005556,2019-02-09,navalur
5557,1,P1-005557,2019-02-09,thiruvanmiyur
5558,3,P3-005558,2019-02-09,Adyar
5559,2,P2-005559,2019-02-09,Siruseri
5560,3,P3-005560,2019-02-09,Kandanchavadi
5561,2,P2-005561,2019-02-09,Siruseri
5562,3,P3-005562,2019-02-09,Thoraipakam
5563,3,P3-005563,2019-02-09,Sholinganalur
5564,3,P3-005564,2019-02-09,Perungudi.
5565,3,P3-005565,2019-02-09,Thiruvanmiyur
5566,3,P3-005566,2019-02-09,Kandanchavadi 
5567,2,P2-005567,2019-02-09,velachery
5568,2,P2-005568,2019-02-09,perungudi
5569,1,P1-005569,2019-02-09,Perumgudi
5570,1,P1-005570,2019-02-09,thiruvanmiyur
5571,4,P4-005571,2019-02-09,navalur
5572,1,P1-005572,2019-02-09,Perumgudi
5573,1,P1-005573,2019-02-09,thoraipakkam
5574,2,P2-005574,2019-02-09,Kandanchawadi
5575,1,P1-005575,2019-02-09,Perumgudi
5576,2,P2-005576,2019-02-09,taramani
5577,3,P3-005577,2019-02-09,Perumgudi
5578,2,P2-005578,2019-02-09,Taramani
5579,1,P1-005579,2019-02-09,perungudi
5580,3,P3-005580,2019-02-09,Adyar
5581,3,P3-005581,2019-02-10,Sholinganallur
5582,1,P1-005582,2019-02-10,velachery
5583,1,P1-005583,2019-02-10,Sholinganallur
5584,4,P4-005584,2019-02-10,Perungudi.
5585,4,P4-005585,2019-02-10,sholinganallur
5586,1,P1-005586,2019-02-10,Velachery
5587,4,P4-005587,2019-02-10,Adyar
5588,4,P4-005588,2019-02-10,Adyar
5589,2,P2-005589,2019-02-10,thiruvanmiyur
5590,1,P1-005590,2019-02-10,Velachery
5591,1,P1-005591,2019-02-10,Kandanchawadi
5592,3,P3-005592,2019-02-10,taramani
5593,1,P1-005593,2019-02-10,Navalur
5594,2,P2-005594,2019-02-10,karapakkam
5595,2,P2-005595,2019-02-10,Navalur
5596,1,P1-005596,2019-02-10,velachery
5597,1,P1-005597,2019-02-10,Sholinganallur
5598,3,P3-005598,2019-02-10,taramani
5599,1,P1-005599,2019-02-10,Thiruvanmiyur
5600,4,P4-005600,2019-02-10,kandanchavadi
5601,2,P2-005601,2019-02-10,perungudi
5602,1,P1-005602,2019-02-10,perungudi
5603,2,P2-005603,2019-02-10,Velachery
5604,1,P1-005604,2019-02-10,thoraipakkam
5605,2,P2-005605,2019-02-10,taramani
5606,2,P2-005606,2019-02-10,Kandanchawadi
5607,4,P4-005607,2019-02-10,Kandanchavadi
5608,1,P1-005608,2019-02-10,Thoraipakam
5609,4,P4-005609,2019-02-10,Siruseri
5610,2,P2-005610,2019-02-10,Thoraipakam
5611,4,P4-005611,2019-02-10,Adyar
5612,1,P1-005612,2019-02-10,Sholinganallur
5613,1,P1-005613,2019-02-10,Siruseri
5614,3,P3-005614,2019-02-10,Perungudi
5615,2,P2-005615,2019-02-10,karapakkam
5616,1,P1-005616,2019-02-10,navalur
5617,1,P1-005617,2019-02-10,Kandanchawadi
5618,1,P1-005618,2019-02-10,velachery
5619,4,P4-005619,2019-02-10,Taramani
5620,1,P1-005620,2019-02-10,Siruseri
5621,3,P3-005621,2019-02-10,sholinganallur
5622,2,P2-005622,2019-02-10,Siruseri
5623,1,P1-005623,2019-02-10,Perungudi
5624,2,P2-005624,2019-02-10,taramani
5625,1,P1-005625,2019-02-10,Taramani
5626,3,P3-005626,2019-02-10,Sholinganallur
5627,3,P3-005627,2019-02-10,taramani
5628,2,P2-005628,2019-02-10,Thoraipakam
5629,4,P4-005629,2019-02-11,thoraipakkam
5630,3,P3-005630,2019-02-11,Velacherry
5631,1,P1-005631,2019-02-11,Perungudi.
5632,4,P4-005632,2019-02-11,Adyar
5633,1,P1-005633,2019-02-11,Taramani
5634,2,P2-005634,2019-02-11,Perungalathur
5635,1,P1-005635,2019-02-11,Sholinganalur
5636,1,P1-005636,2019-02-11,Karapakkam
5637,2,P2-005637,2019-02-11,Thoraipakkam
5638,1,P1-005638,2019-02-11,Perungudi.
5639,2,P2-005639,2019-02-11,Siruseri
5640,1,P1-005640,2019-02-11,velachery
5641,2,P2-005641,2019-02-11,Perungudi
5642,3,P3-005642,2019-02-11,Siruseri
5643,1,P1-005643,2019-02-11,Thoraipakkam OMR
5644,1,P1-005644,2019-02-11,karapakkam
5645,2,P2-005645,2019-02-11,Velachery
5646,1,P1-005646,2019-02-11,Thiruvanmiyur
5647,1,P1-005647,2019-02-11,Navalur
5648,3,P3-005648,2019-02-11,Taramani
5649,1,P1-005649,2019-02-12,kandanchavadi
5650,3,P3-005650,2019-02-12,Velacherry
5651,2,P2-005651,2019-02-12,Perumgudi
5652,2,P2-005652,2019-02-12,Thoraipakkam OMR
5653,1,P1-005653,2019-02-12,Karapakkam
5654,4,P4-005654,2019-02-12,Thoraipakkam
5655,4,P4-005655,2019-02-12,Kandanchavadi 
5656,1,P1-005656,2019-02-12,Thoraipakkam OMR
5657,3,P3-005657,2019-02-12,Navalur
5658,1,P1-005658,2019-02-12,Perungalathur
5659,1,P1-005659,2019-02-12,Adyar
5660,1,P1-005660,2019-02-12,Madhavaram
5661,1,P1-005661,2019-02-13,Sholinganalur
5662,3,P3-005662,2019-02-13,thoraipakkam
5663,3,P3-005663,2019-02-13,thoraipakkam
5664,1,P1-005664,2019-02-13,sholinganallur
5665,2,P2-005665,2019-02-13,thiruvanmiyur
5666,1,P1-005666,2019-02-13,thiruvanmiyur
5667,4,P4-005667,2019-02-13,Thiruvanmiyur
5668,4,P4-005668,2019-02-13,Perumgudi
5669,1,P1-005669,2019-02-13,Thoraipakkam
5670,2,P2-005670,2019-02-13,taramani
5671,3,P3-005671,2019-02-13,kandanchavadi
5672,2,P2-005672,2019-02-13,velachery
5673,3,P3-005673,2019-02-13,navalur
5674,3,P3-005674,2019-02-13,thoraipakkam
5675,3,P3-005675,2019-02-13,Sholinganalur
5676,1,P1-005676,2019-02-13,perungudi
5677,4,P4-005677,2019-02-13,Perungudi
5678,1,P1-005678,2019-02-13,Perungalathur
5679,2,P2-005679,2019-02-13,Taramani
5680,1,P1-005680,2019-02-13,Navalur
5681,1,P1-005681,2019-02-14,Thoraipakkam
5682,2,P2-005682,2019-02-14,Thiruvanmiyur
5683,1,P1-005683,2019-02-14,Velacherry
5684,1,P1-005684,2019-02-14,perungudi
5685,1,P1-005685,2019-02-14,Sholinganalur
5686,2,P2-005686,2019-02-14,Thoraipakkam
5687,2,P2-005687,2019-02-14,velachery
5688,1,P1-005688,2019-02-14,Kandanchawadi
5689,1,P1-005689,2019-02-14,Sholinganallur
5690,3,P3-005690,2019-02-14,perungudi
5691,1,P1-005691,2019-02-14,navalur
5692,1,P1-005692,2019-02-14,Sholinganallur
5693,2,P2-005693,2019-02-14,kandanchavadi
5694,2,P2-005694,2019-02-14,Velachery
5695,2,P2-005695,2019-02-14,Velacherry
5696,3,P3-005696,2019-02-14,sholinganallur
5697,3,P3-005697,2019-02-15,thoraipakkam
5698,3,P3-005698,2019-02-15,Perungudi.
5699,1,P1-005699,2019-02-15,taramani
5700,2,P2-005700,2019-02-15,Madhavaram
5701,2,P2-005701,2019-02-15,Thoraipakkam OMR
5702,3,P3-005702,2019-02-15,navalur
5703,2,P2-005703,2019-02-15,Sholinganalur
5704,2,P2-005704,2019-02-15,Velachery
5705,1,P1-005705,2019-02-15,Kandanchavadi
5706,4,P4-005706,2019-02-15,Thoraipakkam
5707,1,P1-005707,2019-02-15,Kandanchavadi
5708,3,P3-005708,2019-02-15,perungudi
5709,1,P1-005709,2019-02-16,kandanchavadi
5710,1,P1-005710,2019-02-16,Perungalathur
5711,1,P1-005711,2019-02-16,thiruvanmiyur
5712,3,P3-005712,2019-02-16,Perungudi.
5713,2,P2-005713,2019-02-16,taramani
5714,3,P3-005714,2019-02-16,Taramani
5715,2,P2-005715,2019-02-16,Kandanchawadi
5716,1,P1-005716,2019-02-16,thoraipakkam
5717,1,P1-005717,2019-02-16,karapakkam
5718,4,P4-005718,2019-02-16,velachery
5719,4,P4-005719,2019-02-16,Thoraipakkam
5720,4,P4-005720,2019-02-16,Siruseri
5721,1,P1-005721,2019-02-16,Madhavaram
5722,1,P1-005722,2019-02-16,perungudi
5723,1,P1-005723,2019-02-16,Karapakkam
5724,2,P2-005724,2019-02-16,Sholinganallur
5725,3,P3-005725,2019-02-16,Taramani
5726,1,P1-005726,2019-02-16,Thoraipakkam
5727,2,P2-005727,2019-02-16,perungudi
5728,2,P2-005728,2019-02-16,taramani
5729,2,P2-005729,2019-02-16,Kandanchavadi 
5730,3,P3-005730,2019-02-16,taramani
5731,2,P2-005731,2019-02-16,Kandanchawadi
5732,1,P1-005732,2019-02-16,karapakkam
5733,4,P4-005733,2019-02-16,Sholinganalur
5734,4,P4-005734,2019-02-17,thiruvanmiyur
5735,3,P3-005735,2019-02-17,Perungudi.
5736,3,P3-005736,2019-02-17,Thoraipakkam
5737,2,P2-005737,2019-02-17,kandanchavadi
5738,1,P1-005738,2019-02-17,Sholinganallur
5739,3,P3-005739,2019-02-17,Sholinganallur
5740,2,P2-005740,2019-02-17,Perungalathur
5741,2,P2-005741,2019-02-17,Thoraipakam
5742,3,P3-005742,2019-02-17,Sholinganalur
5743,3,P3-005743,2019-02-17,perungudi
5744,2,P2-005744,2019-02-17,Adyar
5745,2,P2-005745,2019-02-17,Siruseri
5746,2,P2-005746,2019-02-17,Perumgudi
5747,4,P4-005747,2019-02-17,Thoraipakkam
5748,1,P1-005748,2019-02-17,sholinganallur
5749,2,P2-005749,2019-02-17,Velacherry
5750,2,P2-005750,2019-02-17,Adyar
5751,1,P1-005751,2019-02-17,Velacherry
5752,1,P1-005752,2019-02-17,Sholinganalur
5753,2,P2-005753,2019-02-17,Kandanchavadi 
5754,2,P2-005754,2019-02-17,Perungudi.
5755,2,P2-005755,2019-02-17,Kandanchavadi 
5756,1,P1-005756,2019-02-17,Madhavaram
5757,1,P1-005757,2019-02-17,Thoraipakkam OMR
5758,3,P3-005758,2019-02-17,Navalur
5759,2,P2-005759,2019-02-17,Perungudi.
5760,2,P2-005760,2019-02-17,Thiruvanmiyur
5761,2,P2-005761,2019-02-17,velachery
5762,4,P4-005762,2019-02-17,Kandanchawadi
5763,3,P3-005763,2019-02-17,Kandanchawadi
5764,1,P1-005764,2019-02-17,thoraipakkam
5765,4,P4-005765,2019-02-17,Taramani
5766,4,P4-005766,2019-02-17,sholinganallur
5767,2,P2-005767,2019-02-17,Navalur
5768,2,P2-005768,2019-02-17,perungudi
5769,4,P4-005769,2019-02-17,kandanchavadi
5770,2,P2-005770,2019-02-17,Kandanchavadi
5771,2,P2-005771,2019-02-17,Thiruvanmiyur
5772,3,P3-005772,2019-02-17,kandanchavadi
5773,2,P2-005773,2019-02-17,Sholinganalur
5774,2,P2-005774,2019-02-17,Perungudi
5775,2,P2-005775,2019-02-17,Thoraipakkam OMR
5776,1,P1-005776,2019-02-18,taramani
5777,2,P2-005777,2019-02-18,Navalur
5778,3,P3-005778,2019-02-18,Perungudi
5779,2,P2-005779,2019-02-18,Karapakkam
5780,1,P1-005780,2019-02-18,thiruvanmiyur
5781,3,P3-005781,2019-02-18,thoraipakkam
5782,4,P4-005782,2019-02-18,Karapakkam
5783,1,P1-005783,2019-02-18,Sholinganallur
5784,2,P2-005784,2019-02-18,navalur
5785,1,P1-005785,2019-02-18,Perumgudi
5786,1,P1-005786,2019-02-18,Kandanchavadi 
5787,1,P1-005787,2019-02-18,Perungudi
5788,1,P1-005788,2019-02-18,Thoraipakam
5789,2,P2-005789,2019-02-18,velachery
5790,3,P3-005790,2019-02-18,thiruvanmiyur
5791,1,P1-005791,2019-02-18,Perungudi.
5792,3,P3-005792,2019-02-18,Perungudi
5793,3,P3-005793,2019-02-19,Kandanchawadi
5794,1,P1-005794,2019-02-19,velachery
5795,3,P3-005795,2019-02-19,Thoraipakam
5796,3,P3-005796,2019-02-19,Thoraipakkam OMR
5797,1,P1-005797,2019-02-19,Adyar
5798,2,P2-005798,2019-02-19,Navalur
5799,3,P3-005799,2019-02-19,Thoraipakam
5800,2,P2-005800,2019-02-19,Siruseri
5801,4,P4-005801,2019-02-19,Sholinganallur
5802,2,P2-005802,2019-02-19,Madhavaram
5803,1,P1-005803,2019-02-19,Velacherry
5804,2,P2-005804,2019-02-19,Velacherry
5805,1,P1-005805,2019-02-19,taramani
5806,1,P1-005806,2019-02-20,Kandanchawadi
5807,1,P1-005807,2019-02-20,karapakkam
5808,1,P1-005808,2019-02-20,Karapakkam
5809,1,P1-005809,2019-02-20,Velachery
5810,1,P1-005810,2019-02-20,karapakkam
5811,1,P1-005811,2019-02-20,Thoraipakkam
5812,2,P2-005812,2019-02-20,Sholinganallur
5813,1,P1-005813,2019-02-20,Sholinganallur
5814,3,P3-005814,2019-02-20,thiruvanmiyur
5815,2,P2-005815,2019-02-20,karapakkam
5816,1,P1-005816,2019-02-20,Madhavaram
5817,1,P1-005817,2019-02-20,Sholinganalur
